"","oktmo","year","region","municipality","settlement","latitude_dd","longitude_dd","assets","assets_depreciation","assets_exhausted","assets_new","birth","build_flat","catering","catering_growth","collective_foreign","collective_people","collective_russian","comp_electr","comp_manufact","comp_mining","construction","crimes","criminals","death","doctors","doctors_per10","domesticserv","hospital_beds","hospital_beds_per10","hospitals","industry","invest_budg","invest_fed","invest_reg","investment","job_regist","job_regist_unempl","job_seeker","job_seeker_unempl","living_space","migration","n_companies","new_hospital_beds","new_housing","new_polycl_visits","new_preschool_places","new_school_places","nurses","nurses_per10","pens","pension","polycl_visits","polycl_visits_per10","polyclinic","pop_1_6","pop_old","pop_work","pop_young","population","preschool","preschool_child","preschool_coverage","preschool_places","preschool_waiting","pupils","retail","retail_growth","rni","schools","servises","volume_electr","volume_manufact","volume_mining","volume_water","wage","workers","region_oktmo","t8013004","t8313004","t8016002","t8009001","t8109002","t8109001","t8008007","t8008008","t8008025","t8006003","t8112013","t8006007","t8014002","t8010001","t8015001","t8015002","t8013002_301","t8013002_1","t8013002_212","t8013002_220","t8013002_221","t8013002_229","t8013002_234","t8013002_239","t8013002_285","t8013002_434","t8013002_231","t8123015_12","t8123017_12","t8013001_1","t8013001_89","t8013001_34","t8013001_36","t8013001_27","t8011011_0","t8011010_0","t8112027_11","t8123007_0","t8423007_101","t8045002_21","t8045002_26","t8045002_27","t8006005_9","t8045002_0","t8042018_kfs14_okved0","t8942018_kfs14_okved2101","t8042018_kfs199_okved0","t8942018_kfs199_okved2101","model","share_profitable_firms","share_profitable_mun_firms","avg_wage","treatment","first.treat","index"
"1657","46788000",2015,"Московская область","Щёлковский","Щелково",55.9197222222222,37.9883333333333,111376,25.1,5.4,31978.4,16,2869,480,87.7,115,3288,3173,15,38,3,1329.3,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,11.2,NA,0.9,7697.9,NA,NA,NA,NA,24.6,4154,4600,0,147.1,0,240,1100,NA,NA,NA,NA,NA,NA,NA,11.9,29.3,70.1,24.1,123.5,28,7.1,NA,5.5,NA,NA,20295.4,93.4,3.3,NA,NA,2699.6,53994.2,145.6,NA,47313.8,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","46788000",2016,"Московская область","Щёлковский","Щелково",55.9197222222222,37.9883333333333,147976.5,29.7,7.1,13044.2,16,4195,613.4,115.2,182,49182,49000,NA,NA,NA,754.7,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,13.3,2.6,6.5,4857.7,NA,NA,NA,NA,27.3,1928,4350,0,212.4,0,170,0,NA,NA,NA,NA,NA,NA,NA,13.2,29.8,69.9,26.1,125.8,27,6.9,NA,5.6,NA,NA,21208.9,95.8,3.1,NA,NA,3006.6,53481.2,137.2,NA,50451.2,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","46788000",2017,"Московская область","Щёлковский","Щелково",55.9197222222222,37.9883333333333,125172.8,30,9,14129.5,13.8,3022,854.3,133.1,239,7488,7249,NA,NA,NA,776.7,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,25.3,0.1,8.4,7441.1,NA,NA,NA,NA,30.6,-278,4573,150,164.6,250,220,0,NA,NA,NA,NA,NA,NA,NA,14.4,30.2,68.5,26.9,125.6,27,7.4,NA,6.2,NA,NA,19805.1,89.3,0.6,NA,NA,1183.3,52863.4,NA,1781.8,57167.7,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","46788000",2018,"Московская область","Щёлковский","Щелково",55.9197222222222,37.9883333333333,192117.8,45.3,6.1,11196.9,17.2,1568,752.7,86,NA,47958,47281,NA,NA,NA,1191.8,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,17.6,0.2,3.8,7728.2,NA,NA,NA,NA,27.8,-1361,3795,63,86.3,0,140,0,NA,NA,NA,NA,NA,NA,NA,14.3,30.4,66.8,27.6,124.8,27,8.1,NA,6.2,NA,NA,21349.8,103.9,4.5,NA,NA,967.2,70684,NA,1812.8,62122.3,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","46788000",2019,"Московская область","Щёлковский","Щелково",55.9197222222222,37.9883333333333,96845.3,43.3,11.3,5286.1,18,1828,797,104.2,NA,49084,48787,NA,NA,NA,1213.5,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,7.4,0.1,2.3,25978.6,NA,NA,NA,NA,29,589,3620,0,120.6,0,0,275,NA,NA,NA,NA,NA,NA,NA,13.4,29.2,68.1,28.8,126.1,27,8.9,NA,6.1,NA,NA,23692.7,105.9,5.5,NA,NA,1113.6,88571.8,NA,1663.3,65356.2,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","46790000",2000,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,NA,NA,NA,NA,6.5,NA,98.9,NA,NA,NA,NA,NA,NA,NA,468.5,1866,1080,16.9,590,40.3,39.4,1.5,104.5,4,7900.4,5.5,0.1,NA,1490.7,1538,1152,NA,NA,20.2,NA,2236,0,38.5,0,0,0,1439,98.3,42.5,NA,4.5,304.6,26,NA,NA,NA,NA,146.4,44,4.3,NA,4.7,NA,17.1,1108,NA,-10.4,24,354.5,NA,NA,NA,NA,2856,55.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","46790000",2001,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,NA,NA,NA,NA,7.1,NA,142.6,NA,NA,NA,NA,NA,NA,NA,845.2,1541,956,17.4,630,43.2,39.1,1.4,96,4,8767,4.5,0.2,NA,1249.9,1447,1101,NA,NA,20.7,NA,2694,0,16.7,0,0,0,1454,99.7,42.5,NA,4.4,298.8,26,NA,NA,NA,NA,145.9,44,4.3,NA,4.6,NA,16.3,1936,NA,-10.3,25,492.8,NA,NA,NA,NA,4264,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","46790000",2002,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,NA,NA,NA,NA,8,302,150.6,NA,NA,NA,NA,NA,NA,NA,1489.8,1334,778,17.3,631,43.2,60.9,1.4,95.8,4,9839.7,4,0.7,NA,1271,1421,1299,NA,NA,20.7,NA,2174,0,18.9,0,0,0,1456,99.7,43,1601.8,4.4,298.4,26,NA,NA,NA,NA,146.3,43,4.2,NA,4.6,NA,15.7,2269.9,NA,-9.3,28,725.3,NA,NA,NA,NA,5570,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","46790000",2003,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,NA,NA,NA,NA,8.4,531,268.9,NA,NA,NA,NA,NA,NA,NA,1652.3,1453,743,18,652,44.6,125.2,1.6,107.6,4,13342.4,1.6,1,NA,1488.3,995,906,NA,NA,20.9,NA,2420,0,35.5,0,0,0,1490,101.8,43.3,2208.9,4.6,315,26,NA,NA,NA,NA,146.3,43,4.3,NA,4.5,NA,14.9,3371.3,NA,-9.6,26,1466.7,NA,NA,NA,NA,6906,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","46790000",2004,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,NA,NA,NA,NA,8.9,520,236.3,71.8,NA,NA,NA,NA,NA,NA,1776.6,1464,751,17.5,659,45,139.7,1.6,106,4,NA,4.9,0.2,NA,2784,1141,1011,NA,NA,21.1,NA,2609,0,38.6,0,0,0,1487,101.6,43,2223.1,4.7,320.4,26,6.4,34.2,92.2,20,146.4,43,4.5,70.4,4.8,NA,14.2,4527.4,123.4,-8.6,26,1757.3,671.1,15568,NA,NA,9113,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","46790000",2005,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,NA,NA,NA,NA,8.9,319,287.2,100,NA,NA,NA,8,41,NA,2055.9,1819,794,17.8,668,45.7,237,1.7,113.1,6,NA,8.9,5.3,NA,1284.9,940,918,NA,NA,21.3,NA,2817,0,21.3,0,0,0,1480,101.2,43.2,2567.8,5.3,359,31,6.6,34.3,92.5,19.4,146.2,43,4.7,70.1,4.8,NA,13.3,5405.7,109.6,-8.9,26,2176.1,830.7,17222.2,NA,NA,11137,63.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","46790000",2006,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,NA,NA,NA,NA,9,257,356,106.5,NA,NA,NA,7,46,NA,1013.8,2134,750,17.1,564,38.6,112.7,1.4,97.2,6,NA,9.7,0.9,NA,1995.7,NA,NA,734,730,21.4,NA,2869,0,15.1,0,0,0,1388,95.1,43,3137,5.6,381.9,31,7,34.5,92.4,19.1,146,43,4.8,69.1,4.9,NA,12.7,6893.7,120.1,-8.1,26,2727.7,980.3,20072.7,NA,NA,13370,43.8,46,NA,NA,278,102883,NA,NA,128.9,25,NA,104.4,NA,NA,4678,15,21,12602,NA,1714334,71827,17958,229403,256697,46578,NA,NA,NA,708119,NA,NA,1618447,649408,969039,969013,108308,NA,NA,NA,NA,NA,NA,NA,NA,54.8,NA,NA,NA,NA,NA,"Избираемый мэр",NA,NA,NA,0,2016,0.712628424601784
"1669","46790000",2007,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,NA,NA,NA,NA,9,557,373,90.9,NA,NA,NA,6,41,NA,1655.3,2408,738,16.4,649,44.5,198,1.5,103.3,6,NA,14,1,NA,3521.5,NA,NA,618,554,21.7,NA,2850,0,37.9,0,0,0,1430,98.1,43.4,4032,4.5,306,31,7.3,35.1,91.8,18.9,145.8,43,5.1,69.2,5,NA,12.4,8853,120.3,-7.4,25,2946.8,1112,25982.6,NA,NA,170460,43.5,46,NA,NA,251,490600,NA,NA,190.9,80,2.6,104,NA,190.9,5017,37.5,22,11921,NA,2564233.8,173326.3,21204.1,5831.8,506508.6,87675.4,NA,NA,NA,1116810.7,NA,NA,2716446.6,2180142.1,1288078.7,1288078.7,141477.9,NA,NA,NA,NA,NA,NA,NA,NA,54.3,NA,NA,NA,NA,NA,"Избираемый мэр",NA,NA,NA,0,2016,0.664635145351477
"1670","46790000",2008,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,31324,50.9,24,NA,10.1,1152,257,92.8,NA,NA,NA,6,42,NA,1914.3,2075,802,17,649,44.4,NA,1.5,102.6,6,NA,7.4,0.7,NA,3637.4,NA,NA,1096,720,22.1,NA,2944,0,77.3,0,0,0,1390,95,43.7,4992,4.6,311.2,31,7.7,35.6,91.5,19.2,146.3,43,5.3,69.5,5.2,NA,12.3,3118,105.7,-6.9,25,NA,1306,27829.9,NA,NA,21278,41.5,46,NA,NA,236,143661,NA,NA,227,76.1,3.9,106,NA,106,NA,370747,25,12302,73972.3,3142334.7,198532.1,28102.4,90402.5,379959.6,92341.5,NA,88104.3,95281,1309145.9,NA,NA,2976267.8,2347414.7,969250.7,969250.7,185866.4,NA,NA,NA,NA,NA,4375632,407262,36842,NA,5406463,NA,NA,NA,NA,"Избираемый мэр",NA,NA,NA,0,2016,0.597475540823747
"1671","46790000",2009,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,33469,50.9,22.5,NA,10.2,180,315.2,97.3,NA,NA,NA,11,48,NA,1303.3,2044,799,15.6,672,45.9,NA,1.5,100.5,8,NA,1.5,1.2,NA,3805.7,NA,NA,1689,1614,22.1,NA,3141,0,17.5,0,0,0,1383,94.5,44.1,6835,4.8,325.7,32,8.1,36.3,90.5,19.6,146.4,43,5.4,67,5.2,NA,12.6,3698.2,108.3,-5.4,25,NA,2137.1,23364.1,NA,NA,22027,37.9,46,455,NA,230,56076,197358,1875564,228.3,74.4,1.7,107,146349,107,5205,17513,23,11928,66566.4,2645602.6,118106.5,21249.9,88547.3,109538.5,109777.5,NA,82366.5,74927,1266070.9,NA,NA,2533393.4,1872116.1,696181.6,696181.6,182140.8,819,60,146327,NA,NA,4191815,421252,44186,107.4,5570944,88.89,NA,85.71,NA,"Избираемый мэр",85.71,88.89,NA,0,2016,0.561574131489742
"1672","46790000",2010,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,36578,54.1,24.4,5636,10.8,184,368.7,110.9,NA,NA,NA,12,54,NA,534.7,1815,787,16.7,622,40.5,NA,1.4,92.5,9,NA,1.5,0.4,NA,2886.9,NA,NA,1010,896,20.8,889,2874,0,11.4,0,0,0,1309,84.5,44.7,8509,5.3,338.2,33,NA,NA,NA,NA,155.2,43,5.5,NA,5.3,2478,NA,5121.6,131.3,-5.9,NA,NA,2571.7,29447.6,NA,NA,23953,37.2,46,950,NA,218,168,32372,2678826,237000,72500,1500,95.24,155364,111.8,5297,11360,20,12302,87381,2749835,134988,20477,51082,403577,93334,NA,46940,76743,1162815,272,28972.8,2724313,2164644,890404,890404,191055,796,50,146370,NA,NA,3575970,384756,56343,111.8,NA,66.67,NA,84.38,NA,"Избираемый мэр",84.38,66.67,NA,0,2016,0.510138786062707
"1673","46790000",2011,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,40830,50.4,12,3899,10.1,692,438.9,115.7,NA,NA,NA,13,64,1,702.8,1791,767,14.1,681,43.7,NA,1.4,92.5,16,NA,4.3,2.05,2.03,4435.3,NA,NA,887,787,21.1,1079,2818,0,39.5,0,0,0,1415,90.9,45.2,9316,4.9,312.1,33,8,39.3,96.1,20.3,155.7,43,5.7,NA,5.3,2867,NA,6197.1,112.9,-4,NA,NA,2422.7,32567.4,NA,NA,26607,36.9,46,996,NA,202,53100,171772,4436500,130900,24200,200,95.2,155477,102.3,5334,40625,22,12698,86399,3050494,138165,22358,53897,208356,87748,NA,46458,79371,1442770,280,28970.1,3092691,2453533,947544,946495,166596,740,31,155248,NA,NA,3387742,410293,48097,102.3,5018944,88.89,NA,84.93,NA,"Избираемый мэр",84.93,88.89,NA,0,2016,0.478475375370396
"1674","46790000",2012,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,44305.9,50.4,20,4578.6,10.7,175,578.9,126.3,NA,NA,NA,14,58,NA,869.7,1937,708,14.2,682,43.6,NA,1.4,92.4,16,NA,14.7,13.5,0.6,5607.4,NA,NA,815,594,20.9,1405,2865,0,10.2,0,0,0,1208,77.2,45.5,10348,4.9,310.4,33,8.4,39.9,95.7,21,156.6,43,6,NA,5.3,2578,NA,7612.1,117.8,-3.5,NA,NA,2439.2,34383.2,NA,NA,30739,35.6,46,806,NA,195,55779,496685,4631261,131500,23600,600,95,156132,102,5254,10170,23,13110,125565,3125820,195174,13351,130425,242820,104598,NA,112350,42510,1619972,296,39305.7,2948734,1773993,1560344,1562344,208137,642,27,155705,NA,NA,3300643,515401,42464,101.3,5117055,75,NA,84.51,NA,"Избираемый мэр",84.51,75,NA,0,2016,0.459449986608315
"1675","46790000",2013,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,49957.6,49.5,20.7,5328.7,10.3,727,709.2,113.9,NA,NA,NA,17,54,NA,1480.9,1934,635,13.5,702,44.6,NA,1.5,92.2,17,NA,10.6,5.5,2.8,7258.5,NA,NA,585,528,21,1356,2943,0,40,0,140,0,1424,90.5,45.9,11379.4,5.1,322.9,33,8.8,40.8,95,21.6,157.4,45,6.2,NA,6,2582,NA,9746.4,120.4,-3.2,NA,NA,3177.8,37516.2,NA,NA,34313.1,34.5,46,861,861,192,10503,523157,7258472,131500,23600,NA,105.7,156983,105.7,5996,39502,23,13293,NA,3277040,224351,15971,194028,170567,102676,81326,181256,41784,2062072,324,38407.8,3256144,2114114,1555742,1562853,238828,595,25,156558,NA,NA,3202610,691806,45221,105.7,NA,100,NA,90.77,NA,"Избираемый мэр",90.77,100,NA,0,2016,0.415616588574531
"1676","46790000",2014,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,59987,44,17.5,12193.3,11,1002,836.7,109.7,NA,NA,NA,14,53,NA,2207.9,1908,641,13.7,679,42.2,NA,1.3,82.2,NA,NA,0.7,0.1,0.5,10499.8,NA,NA,723,567,21.3,1234,2965,NA,50.4,0,140,0,1400,88.5,46.3,12367.7,4.5,283.6,NA,9.3,41.6,94.1,22.5,158.2,40,6.4,NA,6.4,NA,NA,11441.6,108.8,-2.7,NA,NA,2610.8,44605.5,NA,NA,36966.5,34.5,46,884.7,884.7,166,185191.2,203997,10500784,132650,23600,NA,95,157816,105.7,6404,56256.2,23,14046,NA,3559325,254382,21766,143654,199430,133346,90037,135487,210191,2257776,339,41621.5,3611057,1896459,1984201,1986829,370388,576,60,157409,36943.4,NA,3189278,799502,56896,105.7,NA,87.5,NA,90.48,NA,"Избираемый мэр",90.48,87.5,36943.4,0,2016,0.382313904591222
"1677","46790000",2015,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,67729.8,43.6,15.3,9630.6,11,704,884.1,94.3,433,11762,11329,15,66,NA,735.6,1608,716,13.9,693,43.7,NA,1.2,77.6,NA,NA,15.5,10.4,1.6,6975.6,NA,NA,1032,771,21.4,725,2985,0,37.2,0,220,0,1451,91.6,46.7,13751.5,4.5,284,NA,9.6,42.5,92.8,23.2,158.5,34,6.6,NA,6.6,NA,NA,12111.2,91,-2.9,NA,NA,2538.8,49291.6,NA,NA,38385.6,33.8,46,1027,1027,148,250626,365454,6975556,132600,23000,600,145.59,158351,145.59,6570,37200,25,14584,NA,3372430.2,262617.1,29113.6,237336.8,265859.7,136859.5,94254.9,226634.7,4543.3,2254911.7,363,42438.5,3348045.7,1775079,1711170.1,1716598,324104.9,520,64,158222,38383.9,NA,3052499,501945,55500,105.7,5613607,100,NA,90.48,NA,"Избираемый мэр",90.48,100,38383.9,0,2016,0.329361901259713
"1678","46790000",2016,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,71546.8,45.8,19.2,5937,10.7,574,909.5,92.8,419,11680,11261,NA,NA,NA,454.1,1483,661,13.7,358,22.6,NA,0.8,50.7,NA,NA,5.4,0.2,3,4815.6,NA,NA,859,794,21.6,502,2865,0,41.2,0,0,0,830,52.4,46.8,14129.5,2.2,141.6,NA,10,43.2,91.6,23.7,158.5,35,6.8,NA,6.9,NA,NA,12549.4,95,-3,NA,NA,1862.7,48449.5,NA,NA,40962.8,31.5,46,1065,1065,157,102861,156148,4815552,132650,22530,470,145.6,158494,145.6,6901,41240,25,14850,NA,3672479.5,421783.2,40065,183569,267743,150520,81748,178977,89186.4,2390585,408,45089,3638491.7,1965842.8,2100908.2,2100110.6,298699.1,497,21,158479,40918.3,NA,3325498,568523,57184,105.7,5988778,87.5,NA,80.77,NA,"Назначаемый мэр",80.77,87.5,40918.3,1,2016,0.307121938252067
"1679","46790000",2017,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,88137,46.5,17.7,7658.2,9.6,615,876.4,92.1,2810,32057,29247,NA,NA,NA,2254.6,1220,653,13.1,318,20.1,NA,0.7,45.4,NA,NA,9.6,0.7,6,4459.5,NA,NA,863,639,21.8,259,2801,0,27.7,0,100,0,767,48.4,46.9,15091.5,2.2,141.6,NA,10.2,43.9,90.1,24.2,158.2,35,7.1,NA,7.2,NA,NA,13461.5,102.6,-3.5,NA,NA,1447.1,50553.6,NA,504.7,44784.9,30.4,46,1130.8,1130.8,155,131365,286827,4459513,132650,22250,276,145.6,158367,145.6,7159,27531,25,15283,NA,4912672.3,370467.1,45886.2,233469.8,383350,174547.2,272926.2,229389.7,536005.2,2408293.9,NA,NA,5191015.8,3368505.4,3435257.2,3432859.8,272255.6,486,50,158508,NA,44788.8,3527744,607296,93493,115.3,6101913,NA,NA,NA,NA,"Назначаемый мэр",NA,NA,44788.8,1,2016,0.303214842221176
"1680","46790000",2018,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,96144.1,47.6,16.9,7142.3,9.3,152,937.1,104.3,1426,18173,16747,NA,NA,NA,953.2,NA,NA,13.5,315,19,NA,0.7,44.4,NA,NA,10.5,1.1,3.4,5032.4,NA,NA,604,564,21.5,-192,2712,0,7.4,0,0,0,702,42.5,49.1,15850.9,2.3,142.1,NA,10.1,44.3,88.7,24.4,157.4,34,7.2,NA,7.2,NA,NA,14643.7,104.9,-4.2,NA,NA,2147.5,45751.6,NA,415.6,47471.7,29.8,46,1151,1151,NA,NA,410101,5107060,NA,NA,NA,180,165799,181,7483,7395,NA,NA,NA,5562100.6,507021.5,66951.1,436901.3,715491.4,166208.1,183621.8,429975.8,285354.4,2817030.8,NA,NA,5402728.5,3355161.6,3078780,3079781.2,276590.7,416,45,166234,NA,47455.8,NA,NA,NA,115.3,NA,NA,50,NA,67,"Назначаемый мэр",67,50,47455.8,1,2016,0.28816869250887
"1681","46790000",2019,"Московская область","Электросталь","Электросталь",55.7844444444444,38.4447222222222,97097.6,50.5,19,4182.9,8,524,1122.5,117.9,12371,33120,20749,NA,NA,NA,437,NA,NA,13.3,318,19.4,NA,0.7,44.6,NA,NA,13.9,0.7,7.3,1815.5,NA,NA,757,672,21.8,-516,2618,0,26,0,80,0,708,43.2,48.6,16759.7,2.3,142.4,NA,9.8,42.7,89.1,24.2,156,32,7.2,NA,7.2,NA,NA,16839.9,109.7,-5.3,NA,NA,2557.3,48540.1,NA,265.7,51397.3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682","4701000",1991,"Красноярский край","Красноярск","Красноярск",56.0105555555556,92.8525,NA,NA,NA,NA,12.4,NA,0.307,NA,NA,NA,NA,NA,NA,NA,0.474,23200,6432,9.9,5199,56.2,0.119,13.4,144.4,49,13.1,31.9,NA,NA,0.656,NA,NA,NA,NA,15.3,NA,3210,450,309.5,500,1260,5758,10140,109.6,165.5,NA,38.7,418.2,105,NA,NA,NA,NA,879.4,344,50.5,NA,43.1,NA,112.1,NA,NA,2.5,135,0.352,NA,NA,NA,NA,0.648,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683","4701000",1995,"Красноярский край","Красноярск","Красноярск",56.0105555555556,92.8525,NA,NA,NA,NA,9.3,NA,104.4,NA,NA,NA,NA,NA,NA,NA,950.3,25250,11142,14.5,5917,67.9,121.2,13,149,48,9893,10.3,5.7,NA,1487,NA,4354,NA,NA,17.3,NA,16652,0,403.1,682,0,0,9470,108.7,1894.3,NA,26.1,300.5,127,NA,NA,NA,NA,870.9,271,34.9,NA,37.9,NA,121.6,NA,NA,-5.2,143,1152,NA,NA,NA,NA,684.3,381.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","4701000",1996,"Красноярский край","Красноярск","Красноярск",56.0105555555556,92.8525,NA,NA,NA,NA,8.9,NA,144.6,NA,NA,NA,NA,NA,NA,NA,1017.1,24202,11272,13.6,5736,65.6,516.8,12.5,142.7,48,11153,9.9,5.3,NA,2276,10145,8333,NA,NA,19.5,NA,18397,130,229.9,400,280,0,9437,108,198.6,NA,25,287,101,NA,NA,NA,NA,873.7,252,32.3,NA,35.8,NA,124.2,NA,NA,-4.7,146,2645,NA,NA,NA,NA,1109,396.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
