"","oktmo","year","region","municipality","settlement","latitude_dd","longitude_dd","assets","assets_depreciation","assets_exhausted","assets_new","birth","build_flat","catering","catering_growth","collective_foreign","collective_people","collective_russian","comp_electr","comp_manufact","comp_mining","construction","crimes","criminals","death","doctors","doctors_per10","domesticserv","hospital_beds","hospital_beds_per10","hospitals","industry","invest_budg","invest_fed","invest_reg","investment","job_regist","job_regist_unempl","job_seeker","job_seeker_unempl","living_space","migration","n_companies","new_hospital_beds","new_housing","new_polycl_visits","new_preschool_places","new_school_places","nurses","nurses_per10","pens","pension","polycl_visits","polycl_visits_per10","polyclinic","pop_1_6","pop_old","pop_work","pop_young","population","preschool","preschool_child","preschool_coverage","preschool_places","preschool_waiting","pupils","retail","retail_growth","rni","schools","servises","volume_electr","volume_manufact","volume_mining","volume_water","wage","workers","region_oktmo","t8013004","t8313004","t8016002","t8009001","t8109002","t8109001","t8008007","t8008008","t8008025","t8006003","t8112013","t8006007","t8014002","t8010001","t8015001","t8015002","t8013002_301","t8013002_1","t8013002_212","t8013002_220","t8013002_221","t8013002_229","t8013002_234","t8013002_239","t8013002_285","t8013002_434","t8013002_231","t8123015_12","t8123017_12","t8013001_1","t8013001_89","t8013001_34","t8013001_36","t8013001_27","t8011011_0","t8011010_0","t8112027_11","t8123007_0","t8423007_101","t8045002_21","t8045002_26","t8045002_27","t8006005_9","t8045002_0","t8042018_kfs14_okved0","t8942018_kfs14_okved2101","t8042018_kfs199_okved0","t8942018_kfs199_okved2101","model","share_profitable_firms","share_profitable_mun_firms","avg_wage","treatment","first.treat","index"
"1","10701000",1985,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,16.1,NA,0.023,NA,NA,NA,NA,NA,NA,NA,0.231,2165,1547,8.3,1927,96.7,0.011,4.2,209.9,16,0.389,22,NA,NA,0.171,NA,NA,NA,NA,14.3,NA,600,NA,112.5,NA,320,1568,2658,133.4,26.6,NA,3,142,17,NA,NA,NA,NA,199.3,73,14.5,NA,11.9,NA,24,NA,NA,7.8,28,NA,NA,NA,NA,NA,0.219,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","10701000",1990,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,15.4,NA,0.036,NA,NA,NA,NA,NA,NA,NA,0.246,3014,1466,7.5,2715,127.5,0.02,4.3,201.4,16,0.375,27.2,NA,NA,0.324,NA,NA,NA,NA,14.5,NA,993,NA,108.8,NA,280,1266,3754,176.2,29.1,NA,5.3,196,25,NA,NA,NA,NA,213.1,69,14,NA,11.6,NA,26.6,NA,NA,7.9,30,0.065,NA,NA,NA,NA,0.361,99.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","10701000",1995,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,10,NA,48.2,NA,NA,NA,NA,NA,NA,NA,280,3852,2248,11.6,2429,111.7,33.2,4.8,220.7,16,443.1,22.6,NA,NA,311.7,4291,3968,NA,NA,15.7,NA,4797,660,145.1,NA,0,0,3125,143.7,36.6,NA,6,276,27,NA,NA,NA,NA,217.4,57,9.7,NA,10.4,NA,28.5,NA,NA,-1.6,28,280.9,NA,NA,NA,NA,613.7,110.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","10701000",1996,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,10,NA,68.9,NA,NA,NA,NA,NA,NA,NA,324.5,4124,2267,11.5,2631,120.4,44.8,4.8,220.2,16,649.5,30.4,15.8,NA,315.2,2965,2858,NA,NA,16.4,NA,4990,0,88.6,NA,0,0,3248,148.6,38.1,NA,6,275,25,NA,NA,NA,NA,218.6,49,9.1,NA,8,NA,29.1,NA,NA,-1.5,28,368.4,NA,NA,NA,NA,932.2,110.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","10701000",1997,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,9.3,NA,95.5,NA,NA,NA,NA,NA,NA,NA,378.3,4083,2118,10.5,2784,126.2,53.4,4.8,217.7,16,721.1,26,13.2,NA,334.3,1639,1451,NA,NA,16.6,NA,5206,0,45,NA,0,150,3246,147.1,39.4,NA,5.7,257,27,NA,NA,NA,NA,220.6,49,8.8,NA,8.1,NA,29.6,NA,NA,-1.2,28,443.1,NA,NA,NA,NA,1224.5,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","10701000",1998,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,9.3,NA,103.2,NA,NA,NA,NA,NA,NA,NA,323.9,3905,2129,9.7,2842,127.4,53.6,4.8,214.7,16,700.7,17.5,10,NA,221.7,2023,1967,NA,NA,16.8,NA,5240,0,63.3,750,0,0,3313,148.6,40.4,NA,6.5,290,27,NA,NA,NA,NA,223,46,8.2,NA,6.8,NA,30.1,NA,NA,-0.4,30,482.8,NA,NA,NA,NA,1215.7,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","10701000",1999,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,9.3,NA,150,NA,NA,NA,NA,NA,NA,NA,394.1,5349,2805,10.5,2825,126.1,51,4.7,210.8,15,1020.8,19.9,6.6,NA,259.7,1420,1370,NA,NA,17.9,NA,5477,0,44.1,0,0,0,3377,150.8,41.3,NA,6.5,289,27,NA,NA,NA,NA,224,44,7.8,NA,6.3,NA,28.7,5179,NA,-1.2,28,668.4,NA,NA,NA,NA,1546.1,73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","10701000",2000,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,9.8,NA,170.1,NA,NA,NA,NA,NA,NA,NA,458.9,5118,3028,11,2841,126.9,72.1,4.7,210.9,15,1263.4,17.3,8.1,NA,484.5,1256,1189,NA,NA,18.1,NA,5802,0,46.4,150,0,1296,3407,152.2,42.2,NA,6.5,292,27,NA,NA,NA,NA,223.9,43,7.6,NA,6.6,NA,28.4,6265,NA,-1.2,31,898.3,NA,NA,NA,NA,2155.6,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","10701000",2001,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,10,NA,206,NA,NA,NA,NA,NA,NA,NA,489.3,5249,2884,11.2,2827,126.6,101,4.8,214.4,15,1981,23.3,13.9,NA,663.5,985,895,NA,NA,18.3,NA,6124,0,49.3,0,0,0,3567,159.7,43.3,NA,6.5,291,27,NA,NA,NA,NA,223.3,41,7.6,NA,6.4,NA,27.6,7649,NA,-1.2,31,1273.9,NA,NA,NA,NA,2962.4,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","10701000",2002,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,10.7,754,296.9,NA,NA,NA,NA,NA,NA,NA,1492.8,4232,2565,11.8,2894,130.3,158.5,4.7,212.9,15,2221.3,25.2,12.9,NA,1362.7,1165,1079,NA,NA,18.7,NA,6530,0,63.7,0,0,0,3679,165.6,43.5,1524.2,6.5,294.6,31,NA,NA,NA,NA,219.2,41,7.8,NA,6.3,NA,26.2,9907,NA,-1.1,31,2053.4,NA,NA,NA,NA,4374.4,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","10701000",2003,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,11.3,788,415,NA,NA,NA,NA,NA,NA,NA,1449,3940,1988,12.6,2830,127,234.7,4.7,212.2,15,3015.6,27.4,9.9,NA,1904.4,1420,1366,NA,NA,18.9,NA,7055,105,54.1,0,0,0,3485,156.4,43.9,1824.9,6.6,295.4,36,11.2,32.1,152,35.4,219.5,41,8.1,NA,6.1,NA,24.7,11795,NA,-1.3,31,2888.2,NA,NA,NA,NA,5425.9,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","10701000",2004,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,11.8,561,654.7,144,NA,NA,NA,40,132,1,1361.3,4143,1859,12.8,2874,130,242.8,4.7,213.9,15,NA,14.4,9.9,NA,2232.7,1346,1336,NA,NA,19.2,NA,7561,0,40.6,0,0,0,3597,162.8,44.8,2110.6,7,315,42,11.8,32.5,150.7,34.5,217.7,41,8.4,87.5,6.1,NA,23.5,16518,126.5,-1,32,3913.5,7544.4,4464,7.8,NA,6759.5,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","10701000",2005,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,11.6,1427,786,110.4,NA,NA,NA,40,132,1,2175.5,5650,2268,12.8,2959,136.1,303.2,4.7,217.4,15,NA,18.1,4.5,NA,3404.7,1331,1233,NA,NA,20,NA,8197,0,95.9,230,0,0,3555,163.5,46.3,2658.9,7.3,335.9,52,12.3,33.2,145.4,33.6,212.2,41,8.7,73.1,6.1,NA,22.2,20018,111,-1.2,32,5357.4,8747.9,4296.2,0.5,NA,8480.8,88.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","10701000",2006,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,11.3,1461,1113.5,122.9,NA,NA,NA,41,132,3,2835.9,6744,2493,12.1,3063,142.9,354.5,4.7,220.5,15,NA,14.5,8.8,NA,4163.2,NA,NA,2076,2041,21,NA,5859,0,106.5,0,0,0,3789,176.8,47.1,3000.6,7.5,349.8,65,12.9,34,142.2,32.9,209.1,41,9.2,72.7,6.4,NA,21.3,24390.5,112.6,-0.8,34,6589.7,7283,5667.1,NA,NA,11913.7,81.4,10,NA,NA,252,95225,NA,NA,150.2,63.7,NA,261.9,NA,NA,6442,106481,34,21253,NA,2242747,184078,91749,253772,365687,374667,NA,NA,NA,631940,NA,NA,2264963,1571238,932768,932768,146008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Избираемый мэр",NA,NA,NA,0,2011,0.79858386196496
"15","10701000",2007,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,NA,NA,NA,NA,11.5,1925,1540.9,124.7,NA,NA,NA,42,113,3,3764.5,5718,2353,10.5,3109,146.3,454.3,4.6,215,15,NA,23.6,13.1,NA,6072.8,NA,NA,1854,1828,21.2,NA,6327,0,122.8,0,0,0,3844,180.9,48.9,3904.8,7.8,368.3,70,13.2,35.2,139.7,32.4,207.3,40,9.8,75.5,6.7,NA,20.9,29321.6,112.7,1,34,7563.1,7167,6213.6,40.6,NA,14704.5,78.6,10,NA,NA,381,208089,NA,NA,150.6,63.5,2100,269.3,NA,323,9753,122772,34,20896,NA,3321007,264450,71591,699675,588702,447477,NA,NA,NA,808212,NA,NA,3317515,1767893,1549622,1549622,201219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Избираемый мэр",NA,NA,NA,0,2011,0.721844546439741
"16","10701000",2008,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,81676.951,26.6,5.5,NA,12.2,2344,432.5,107.7,NA,NA,NA,33,108,4,7273.1,5234,2309,11.9,3058,144.4,NA,4.6,216,15,NA,25.7,15.5,NA,6154,NA,NA,3398,3228,21.8,NA,7137,0,142.4,0,0,0,3798,179.3,49.7,4844.7,7.6,357,47,13.5,36.1,138.2,32.4,211.8,41,10.1,76.4,8.3,NA,20.3,6852.4,117.2,0.3,33,NA,7195.2,6640.4,115.9,NA,19049,75.6,10,0.9,NA,279,213568,644029,4809209,151400,63600,100,274.8,NA,324,8291,142377,33,20348,198487,3540305,336384,33647,575362,730425,142685,NA,303477,48844,1033323,670,30109.7,3700993,3591866,1397729,1397729,177917,4374,235,NA,NA,NA,14262927,4004242,2145854,NA,93483502,NA,NA,NA,NA,"Избираемый мэр",NA,NA,NA,0,2011,0.622913896420569
"17","10701000",2009,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,87460.417,28.9,5.4,NA,12.5,1893,283.3,52.3,NA,NA,NA,35,115,9,7376.9,4887,2281,11.7,3004,142,NA,4.5,214,14,NA,36.1,24.2,NA,8687.9,NA,NA,2981,2780,22.2,NA,7458,0,113.1,34,219,0,3845,181.7,51.3,6559.4,7.5,355.7,38,14,37.1,136.4,33,211.6,42,10.3,75.9,8.5,NA,21.4,6603.7,85.2,0.8,29,NA,9366.8,8652.6,167.8,NA,21144.6,75.9,10,1382,NA,265,301804,1329937,8292262,150900,63100,800,276.7,211725,324,8468,113058,29,21401,206707,4279245,363594,31915,450529,1128409,137351,NA,12480,33227,1192476,636,32890.2,3865749,3724845,1703291,1703291,157248,4744,205,211827,NA,NA,3743009,455342,96886,142.68,4834833,52.63,NA,52.63,NA,"Избираемый мэр",52.63,52.63,NA,0,2011,0.585395802802601
"18","10701000",2010,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,99394.1,30.1,6.7,10381.2,13.2,1895,343.3,111.6,NA,NA,NA,37,118,11,5813.7,4932,2597,11.9,3126,142.2,NA,4.2,193.2,15,NA,23.8,12.1,NA,12430.4,NA,NA,2141,1971,21.9,220,7865,0,109.9,0,0,0,3745,170.4,52.4,7990.2,7.2,327.2,38,13.9,39.7,141.5,33.2,219.8,42,10.8,NA,9.2,5434,NA,7992.1,114,1.3,NA,NA,10816.7,9550,1220.9,NA,23890.9,75.9,10,869,NA,248,294213,603839,12430411,151500,66000,500,281.6,NA,324,9153,109957,29,21325,183933,3499335,372766,30360,147757,777514,119377,NA,7815,66324,1270737,570,34151.6,4807348,4679981,2298524,2298524,174825,5046,272,211623,NA,NA,4225702,604135,99287,142.7,NA,76.47,NA,76.86,NA,"Избираемый мэр",76.86,76.47,NA,0,2011,0.521852725745694
"19","10701000",2011,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,138379.5,30.8,8.7,18340.8,12.1,2358,349.9,94.3,NA,NA,NA,40,117,9,8852.8,5166,2324,11.3,3100,140.2,NA,4.2,188,15,NA,21.2,7.6,11.3,31974.4,NA,NA,2067,1962,22.2,1144,8082,130,156.7,0,0,0,3763,170.2,53.4,8704.2,7.3,331.3,36,14.6,42,144.7,34.4,221.1,41,11.5,NA,10.1,6596,NA,10020.9,115.8,0.8,NA,NA,12281.8,10679.4,4732.8,NA,27245,76.9,10,860.8,NA,281,702008,2708763,31974361,153000,65500,500,281.6,220477,324,10120,156693,22,21747,189811,6313440,388595,41874,1166604,1818691,193422,89702,NA,54685,1695493,510,34655.9,4901151,4710092,2113453,2133132,169303,4936,564,219818,NA,NA,4745556,737488,101044,120.4,7061997,68.75,NA,76.86,NA,"Сити-менеджер",76.86,68.75,NA,1,2011,0.503412881405541
"20","10701000",2012,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,157334.1,30.7,8.4,21743.7,13.7,3379,347.5,94.6,NA,NA,NA,39,107,9,11531.1,5400,2388,11.5,2825,126.7,NA,4.1,181.8,14,NA,21.7,15.4,4.6,24438.3,NA,NA,2160,1965,22.9,1358,8327,0,184.6,NA,0,NA,3790,170,53.9,9632.2,7.7,346,46,14.7,42.7,144.8,35.5,223,41,11.8,NA,10.2,7012,NA,18188.9,171.2,2.2,NA,NA,13258.8,10598.5,341.2,NA,30030.5,78.9,10,792,NA,454,396933,NA,NA,152200,65400,200,281.6,222065,316,10248,184540,22,22047,175900,7437083,382829,52596,2834015,1210885,176050,148078,354516,30052,1859793,542,37345.1,7999425,7399873,5495291,5507902,174575,4781,578,221136,NA,NA,4221250,256492,58356,436.1,NA,54.55,NA,75.7,NA,"Сити-менеджер",75.7,54.55,NA,1,2011,0.463522413148202
"21","10701000",2013,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,172091.7,34.9,8.6,9633.9,12.7,3630,431.6,119,NA,NA,NA,36,115,8,8477.8,5198,2215,10.5,2823,125.2,NA,4,179.2,12,NA,33.7,23.7,6.2,18853.4,NA,NA,1963,1760,22.7,1956,9026,0,200.4,NA,170,NA,3832,170,54.6,10562.5,8.3,368.5,43,15.3,43.7,145.3,36.5,225.5,40,12.2,NA,11.1,7851,NA,17081.9,87.2,2.2,NA,NA,13616.8,12443.5,44.4,NA,34348.1,79.1,10,1217,1217,258,707013,3620205,18853391,158100,79500,200,281.6,224223,316,11068,200398,22,22758,NA,8397305,468213,61376,2858952,1673407,280500,148809,526466,42572,2173613,559,43648.2,9263534,9105104,6527137,6535229,213630,4497,146,222994,34348.1,NA,6043531,342656,72135,436.1,NA,75,NA,77.42,NA,"Сити-менеджер",77.42,75,34348.1,1,2011,0.422198339079395
"22","10701000",2014,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,182640.4,39.7,10.7,13586,12.3,2612,415,92.3,NA,NA,NA,37,112,9,10010.8,5267,2248,10.7,2757,120.1,NA,4.6,200.4,13,NA,35.2,26.9,6.7,17001.7,NA,NA,2170,1847,23.5,3736,9639,0,137,NA,280,NA,3746,166.2,56,11467.6,7.8,341.1,49,15.7,44.8,147.3,37.5,229.6,38,12.7,NA,11.6,NA,NA,21844.1,118.2,1.6,NA,NA,16552.6,16031.6,272,NA,36466.8,78.1,10,998.8,998.8,335,264329,3132318,17001702,160100,79500,900,281.6,227507,326,11556,136950.9,22,23125,NA,7218094,481698,55863,1712460,1362106,175182,152895,680480,40431,2450267,587,44146.9,5789987,5657471,3321134,3349592,252436,5005,65,225453,36599.3,NA,9202709,348625,51350,411,NA,66.67,NA,73.68,NA,"Сити-менеджер",73.68,66.67,36599.3,1,2011,0.382706912536182
"23","10701000",2015,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,189195.6,44.5,11.7,10009.2,13.9,2805,544,120.2,20644,135082,114438,38,103,11,9093,5631,2063,10.4,2588,112.7,NA,4.6,200.6,13,NA,31.5,26.9,4,17908,NA,NA,3016,2725,24.4,-667,10348,550,151.5,NA,202,NA,3965,172.6,56.8,12744.1,7.7,334.7,44,16.2,45.8,144.9,39,229.7,25,12.9,NA,11.4,NA,NA,22498,88.1,3.5,NA,NA,16428.3,19706.3,341.3,NA,36753.7,74.3,10,1041.4,1041.4,362,112057,1082738,18461122,158600,78800,NA,283.6,229637,326,11400,151536,22,23914,NA,5319107,569643,71282,1302594,969031,183907,161636,652639,27550,1872062,588,46506.7,4809337,4622067,2187480,2212075,286821,3918,257,229561,36754.2,NA,9559555,393577,44584,411,NA,62.5,NA,78.07,NA,"Назначаемый мэр",78.07,62.5,36754.2,1,2011,0.329545407848757
"24","10701000",2016,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,208216.1,45.8,14.5,18279.5,13.6,2253,343.9,61.6,37514,201063,163549,NA,NA,NA,8881.4,6028,2195,10.7,2531,110.2,NA,4.2,182.5,11,NA,36,31.5,3.8,12516.7,NA,NA,2830,2623,24.9,-621,10571,0,123.4,NA,340,NA,3880,168.9,57.4,13094.8,7.5,327.7,52,16.8,46.7,142.8,40.3,229.8,25,13.2,NA,12.4,NA,NA,26508.1,109.1,2.9,NA,NA,16809.4,19641.4,28.8,920.8,38634.9,70.1,10,1049.5,1050,367,88285,891904,12516724,163500,79200,0,283.6,229733,335.8,12352,123418,25,25535,NA,5023691,526313,76314,991091,769575,226045,152743,685894,32198,2093342,574,47534.8,5702075,5476002,3103004,3167335,351445,4310,298,229713,38634.9,NA,9999276,400949,43249,413.6,16526057,71.43,NA,78.85,NA,"Назначаемый мэр",78.85,71.43,38634.9,1,2011,0.295901542310223
"25","10701000",2017,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,212001.6,49.6,17.9,9058.2,12.7,1827,375.3,106.5,27436,238523,211087,NA,NA,NA,6985.6,6198,2202,10.3,2680,116.3,NA,4.1,179.8,11,NA,18.7,14.8,1.8,13594.4,2369,2189,2369,2189,25.2,96,9910,0,94.2,NA,0,NA,4396,190.8,58,13646,8,346.5,52,17.2,47.4,141.6,41.3,230.4,22,13.3,NA,12.8,NA,NA,26809,98.4,2.4,NA,NA,18806.5,17958.5,33.8,1038.6,41808.1,65.8,10,1051.2,1051,272,290177,460317,13594403,164060,83010,300,284.3,230085,339.3,12770,94210,25,26632,NA,5429285,585665,95752,834275,1306552,221386,197535,715271,31383,2005555,NA,NA,4907405,3601196,2135066,2135550,392271,4062,162,229753,NA,41708.7,11064738,422479,43715,403.6,17733096,NA,100,NA,78,"Назначаемый мэр",78,100,41708.7,1,2011,0.28547609830517
"26","10701000",2018,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,270213.3,49.7,17.3,13137,11.8,1288,441.7,114.3,37108,210917,173809,NA,NA,NA,8249.6,NA,NA,10.4,2687,116.3,NA,4.6,198.1,13,NA,20.2,15.9,1.7,11249.1,1907,1760,NA,NA,25.7,329,9827,0,64.9,NA,0,NA,3821,165.4,58.8,14740,7.9,343.8,42,17.6,48,140.8,42.3,231.1,NA,13.7,NA,12.8,NA,NA,29099.5,105.7,1.4,NA,NA,19662,16785.3,1210.1,916.4,46360.5,64.4,10,NA,1083.7,NA,287679,481870,11249133,164760,85210,500,284.3,230743,339.3,12849,64876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4007,46,230416,NA,46464.3,11723767,NA,43937,403.6,22033229,NA,100,NA,77.4,"Назначаемый мэр",77.4,100,46464.3,1,2011,0.277122696357261
"27","10701000",2019,"Амурская область","Благовещенск","Благовещенск",50.2905555555556,127.527222222222,301086.6,51.3,18.6,14437.4,10.6,1548,414.1,91,52189,224028,171839,NA,NA,NA,4871.1,NA,NA,10.7,2681,115.7,NA,4.4,190.2,13,NA,23.4,15,7.3,15537.1,1901,1677,NA,NA,25.9,589,9064,0,84.6,NA,120,NA,3590,155,58.7,15495.7,7.9,339.2,41,17.3,48.4,140.5,42.8,231.6,NA,13.7,NA,13.2,NA,NA,33510.7,109.2,-0.1,NA,NA,27408.9,21921.1,1825.1,1224.2,50675.5,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","11701000",1985,"Архангельская область","Архангельск","Архангельск",64.5430555555556,40.5372222222222,NA,NA,NA,NA,15.4,NA,0.052,NA,NA,NA,NA,NA,NA,NA,0.162,NA,NA,9.2,2894,70.3,0.017,7.8,189.5,23,0.982,NA,NA,NA,0.215,NA,NA,NA,NA,14.5,NA,NA,NA,164.6,NA,980,NA,6528,158.6,66.6,NA,13,315.8,30,NA,NA,NA,NA,411.7,212,33.2,NA,30.6,NA,51.5,NA,NA,6.2,66,0.094,NA,NA,NA,NA,0.236,215.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
