"","Всего учрежедний","Общая информация","Информация о госзадании","Показатели качества услуг","Показатели объёма услуг","Информация о ПФХД или показателях бюджетной сметы","Общий Рейтинг","year","municipality_matched","region_matched","oktmo","region","municipality","settlement","latitude_dd","longitude_dd","assets","assets_depreciation","assets_exhausted","assets_new","birth","build_flat","catering","catering_growth","collective_foreign","collective_people","collective_russian","comp_electr","comp_manufact","comp_mining","construction","crimes","criminals","death","doctors","doctors_per10","domesticserv","hospital_beds","hospital_beds_per10","hospitals","industry","invest_budg","invest_fed","invest_reg","investment","job_regist","job_regist_unempl","job_seeker","job_seeker_unempl","living_space","migration","n_companies","new_hospital_beds","new_housing","new_polycl_visits","new_preschool_places","new_school_places","nurses","nurses_per10","pens","pension","polycl_visits","polycl_visits_per10","polyclinic","pop_1_6","pop_old","pop_work","pop_young","population","preschool","preschool_child","preschool_coverage","preschool_places","preschool_waiting","pupils","retail","retail_growth","rni","schools","servises","volume_electr","volume_manufact","volume_mining","volume_water","wage","workers","region_oktmo","t8013004","t8313004","t8016002","t8009001","t8109002","t8109001","t8008007","t8008008","t8008025","t8006003","t8020002","t8313015","t8112013","t8006007","t8014002","t8010001","t8015001","t8015002","t8013002_301","t8013002_1","t8013002_212","t8013002_220","t8013002_221","t8013002_229","t8013002_234","t8013002_239","t8013002_285","t8013002_434","t8013002_231","t8123015_12","t8123017_12","t8013001_1","t8013001_89","t8013001_34","t8013001_36","t8013001_27","t8013001_5","t8013001_294","t8013001_293","t8013001_296","t8011011_0","t8011010_0","t8123015_0","t8123017_0","t8013001_15","t8013001_14","t8112027_11","t8123007_0","t8423007_101","t8045002_21","t8045002_26","t8045002_27","t8006005_9","t8045002_0","t8042018_kfs14_okved0","t8942018_kfs14_okved2101","t8042005_kfs14_okved0","t8942005_kfs14_okved2101","t8042010_kfs14_okved0","t8942010_kfs14_okved2101","t8042001_kfs14_okved0","t8942001_kfs14_okved2101","t8042008_kfs14_okved0","t8942008_kfs14_okved2101","t8042007_kfs14_okved0","t8942007_kfs14_okved2101","t8042006_kfs14_okved0","t8942006_kfs14_okved2101","t8042009_kfs14_okved0","t8942009_kfs14_okved2101","t8042003_kfs14_okved0","t8942003_kfs14_okved2101","t8042018_kfs199_okved0","t8942018_kfs199_okved2101","t8042017_kfs199_okved0","t8942017_kfs199_okved2101","model","share_profitable_firms","share_unprofitable_firms","share_profitable_mun_firms","avg_wage","mun_debt","mun_debt_supl","mun_debt_gov","mun_debt_budg","mun_debt_bank","n_mun_firms_reported","mun_firms_profit","debt_to_mun_firms","treatment","first.treat","index"
"21",62,62,54,43,48,59,0.861299991607666,2018,"Артемовский","Приморский край",5705000,"Приморский край","Артёмовский","Артем",43.3622222222222,132.181388888889,39998.6,33.4,7.3,1182.2,11.3,377,1071.8,98.9,51069,102029,50960,NA,NA,NA,1362.1,NA,NA,12.9,383,33,NA,0.9,76.5,4,NA,17.3,0.3,14.2,1248.7,324,216,NA,NA,21.6,-17,2476,NA,38.6,0,0,NA,549,47.3,37.2,14067.9,2.1,180.9,15,8.8,28.6,66,21.4,116,NA,6.2,NA,5.8,NA,NA,1161.5,81.3,-1.6,NA,NA,4882.2,4029.1,NA,293.2,45617.4,18.9,5,NA,1074.9,NA,78970,74216,1248698,189600,122080,4420,52.9,NA,53.6,116092,366.5,5796,38633,NA,NA,NA,2634391.4,306910.3,17950.7,221090.2,241525.4,102371,171760,214017.6,81178.5,1475272.1,NA,NA,2744527.5,1872956.8,1185206,1183650,178108.5,887470,871570.7,18736.7,192067.4,1483,104,NA,NA,191440.6,95642.2,116193,NA,45723,1296145,NA,46272,366.5,2575327,NA,67,NA,967,NA,3,NA,1628,NA,270,NA,NA,NA,NA,NA,NA,NA,2445,NA,61,NA,39,"Назначаемый мэр",61,39,67,45723,967,270,NA,NA,NA,3,1628,2445,1,2016,0.332389684958618
"22",103,103,92,89,89,100,0.92330002784729,2012,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,48344,46.8,16.7,5459.1,15.1,560,39.9,94.6,NA,NA,NA,52,66,14,1154.1,2692,1463,16.1,380,29,NA,0.9,68,9,NA,7.3,3.3,1.7,6309.5,NA,NA,1558,964,23.7,-677,1771,0,40.8,NA,0,0,1321,100,44.9,9233.6,2.9,217,17,10.4,30.5,76.1,25.1,131.7,45,6.8,NA,6.2,4599,NA,4596.3,125.4,-1,NA,NA,9163.7,4210.3,36974,NA,26359.2,40.2,32,NA,546,340,346907,NA,6181840,156300,10900,10800,158.2,9,44.9,132144,449,6177,40802,24,14053,71196,3899562,107235,6310,381250,764977,713278,118162,142721,50684,1392112,412,18434.7,3872113,2431184,2455867,2445175,415614,653614,1440929,364031,323117,1933,305,NA,NA,69750,79243,132554,NA,NA,772259,211612,55057,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,40,NA,"Избираемый мэр",60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,0.36316168200021
"23",100,100,74,73,69,92,0.825999975204468,2013,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,51187.7,50.7,17,3696.5,14.2,587,42.9,97.9,NA,NA,NA,51,69,11,1958.9,2727,1371,15,385,30,NA,0.8,61,9,NA,10.3,4.8,3.4,3880.3,NA,NA,1298,795,23.8,-923,1703,0,40.4,0,0,0,1367,105,45.2,10111.3,2.9,220,18,10.8,30.8,74.2,25.7,130.7,41,7.3,NA,6.5,3703,NA,5933.4,120.6,-0.8,NA,NA,8107.6,4426.8,30972.9,NA,28017.5,39.4,32,NA,652,302,116055,344509,3880324,404500,109800,3100,162.9,9,43.7,131223,463.6,6537,40355,23,14250,NA,4043971,116824,6700.8,275305,923967,896664,123509,91274,51632,1539018,403,20374.3,3954009,2512974,2535330,2527944,406253,722526,1441035,393122,423501,1982,101,7898,17972.5,67948,97096,131734,28043.8,NA,748998,240239,44308,463.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.27,NA,47.73,NA,"Избираемый мэр",52.27,47.73,NA,28043.8,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,0.339767114345489
"24",100,100,65,64,63,75,0.718999981880188,2014,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,46339.2,38.8,6.4,9490.7,13.3,618,60.2,132.3,NA,NA,NA,54,74,11,2670.4,2816,1320,15.2,375,29,NA,0.8,62,9,NA,1.9,1,0.5,22378.1,NA,NA,1153,1010,23.9,-226,1685,0,40.2,0,240,0,1443,111,45.4,11017.8,3,233,25,11,31.5,72.5,26.2,130.2,42,7.9,NA,7.4,NA,NA,6260.2,98,-1.9,NA,NA,11185.3,12120.2,35332.7,NA,29556.5,37.6,32,NA,766,268,82672,365221,22378085,369800,12300,3310,162.9,9,43,130475,463.6,7394,40236,23,14623,NA,4170560,134451,5404,255091,791179,967081,146158,115532,58130,1748065,380,22803,4092813,2266593,2822551,2811288,347723,580188,1826220,445533,397352,2229,75,7726,19755,71775,102027,130712,29571.1,NA,1069732,452825,58777,463.6,NA,33.33,NA,25269,NA,3,NA,-2759,NA,12913,NA,2545,NA,5662,NA,228,NA,14784,NA,57.14,NA,42.86,NA,"Избираемый мэр",57.14,42.86,33.33,29571.1,25269,12913,2545,5662,228,3,-2759,14784,0,2016,0.309512001349955
"25",99,99,70,70,70,79,0.772700011730194,2015,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,46909.5,40.5,12.3,2486.3,13.8,587,62.7,89.6,115,6121,6006,50,76,11,1926.6,2714,1329,15.1,390,30,NA,0.9,73,8,NA,5.8,0.5,3.9,4694.9,NA,NA,1195,1086,24.3,-1062,1642,0,40.1,0,140,0,1545,120,45.7,12232.3,3,236,25,10.9,31.8,70.5,26.7,129,42,7.8,NA,7.2,NA,NA,5691.4,78.5,-1.3,NA,NA,16120.1,3824.6,39478.4,NA,31433.8,36,32,NA,747.6,258,59616,251815,4694887,369800000,12300000,3100000,163.7,9,47.6,129622,463.6,7240,40081,23,15154,NA,3922640.6,146856,5609.3,278231.8,618324.6,917044.1,159528.4,123874.1,50644.4,1691513.8,376,22495.2,3893306.7,2092075.5,2616355.8,2611091.8,463640.5,536157.7,1801231.2,407125,273163.8,2087,63,7430,20784,68365.7,92482.6,130237,31461.2,NA,1213015,446638,60252,463.6,NA,33.33,NA,29333,NA,3,NA,3253,NA,17669,NA,2231,NA,5912,NA,152,NA,21191,NA,57.14,NA,42.86,NA,"Избираемый мэр",57.14,42.86,33.33,31461.2,29333,17669,2231,5912,152,3,3253,21191,0,2016,0.268302822148716
"26",98,98,80,79,78,87,0.857100009918213,2016,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,63529.8,42.8,8.6,4801,12.3,594,60.7,90,90,6695,6605,NA,NA,NA,2109.1,2610,1262,15.4,389,30,NA,0.9,72,8,NA,2.7,0.1,0.8,7000.2,NA,NA,1124,978,24.5,-518,1610,0,40.2,0,0,0,1575,123,45.8,12598.9,3,237,25,10.9,32.1,69.1,26.9,128.1,42,7.7,NA,7.2,NA,NA,6515.4,106.5,-3.1,NA,NA,15814,3646.2,36599.3,520.5,33106.5,34.7,32,NA,757.6,255,119527,161550,7000224,329200,9480,3740,163.7,0,58.6,128554,463.6,7164,40172,23,15714,NA,3850698.9,155567.9,5703.9,200023.9,687079.7,919997.9,140771.3,139307.1,58685.4,1635728.2,448,22604.9,3828505.5,1987303.4,2369950.1,2368037.6,632514.4,556076.3,1841202.1,328934,171300.5,1962,158,5729,21008,72487.9,80092.1,129008,33155.7,NA,1184550,141118,49137,463.6,NA,33.33,NA,39831,NA,3,NA,2230,NA,29332,NA,3248,NA,5474,NA,152,NA,32444,NA,54.05,NA,45.95,NA,"Назначаемый мэр",54.05,45.95,33.33,33155.7,39831,29332,3248,5474,152,3,2230,32444,1,2016,0.255668564882996
"27",96,96,85,84,82,89,0.905200004577637,2017,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,70656,44.8,13.2,7865.1,10.7,637,56.2,89.5,85,9279,9194,NA,NA,NA,2376.1,2390,1189,15.1,412,32,NA,0.9,71,7,NA,2.9,1.4,0.5,9770.6,540,464,540,464,24.7,-23,1443,0,40.2,132,0,0,1592,125,45.3,13513.8,3.5,273,23,10.8,32.4,68.1,27,127.5,42,7.8,NA,7.1,NA,NA,7914.5,118.4,-4.4,NA,NA,15734.5,4333.7,48925.6,374.1,36023.6,34.2,32,NA,796.6,250,99819,117967,9770552,342700,9970,3030,163.7,NA,46.8,127808,463.6,7055,40003,23,16177,NA,4169753,203578.9,8675.5,226726.7,914529.9,953812.6,157701.2,149662.8,60767.8,1636658.2,NA,NA,4154951.9,2369384.8,2736454.2,2730981.5,515236.2,590460.3,1785567.1,559799.1,300691.5,1922,59,NA,NA,77874.2,70203.4,128100,NA,36058.7,1146285,128072,47183,463.6,NA,NA,100,NA,31573,NA,3,NA,12110,NA,19382,NA,2702,NA,3613,NA,NA,NA,32358,NA,70,NA,30,"Назначаемый мэр",70,30,100,36058.7,31573,19382,2702,3613,NA,3,12110,32358,1,2016,0.249964725703448
"28",103,103,92,88,91,101,0.929099977016449,2018,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,80697.2,47.4,12.2,5658,10.5,261,69.4,119.2,129,9502,9373,NA,NA,NA,1822.5,NA,NA,14.9,404,32,NA,0.9,72,7,NA,2.8,1.2,0.6,7981.2,474,359,NA,NA,25,-481,1234,NA,18.5,0,0,0,1453,115,45.4,14073.2,3.3,265,24,10.4,32.7,67.1,26.7,126.5,NA,7.7,NA,7.2,NA,NA,9554.1,117.1,-4.4,NA,NA,15035.4,5287.6,63913.7,530.5,40280.9,33.1,32,NA,952.4,NA,83693,129690,7981169,342700,10690,2880,163.7,NA,42.5,126997,463.6,7195,18479,NA,NA,NA,4757649,193769.7,10270,291462.2,947958.1,1031278.6,269737.2,191862.8,132511,1868903.2,NA,NA,4682299.8,2689741.7,3173887.1,3165420.4,540972.8,686418.2,1992558.1,815764,301701.8,1835,29,NA,NA,75762.5,110524.4,127517,NA,40315.8,1148633,233897,NA,463.6,NA,NA,50,NA,16896,NA,2,NA,-1178,NA,11735,NA,1256,NA,1406,NA,2603,NA,36370,NA,70.6,NA,29.4,"Назначаемый мэр",70.6,29.4,50,40315.8,16896,11735,1256,1406,2603,2,-1178,36370,1,2016,0.244868991441589
"29",34,34,34,32,31,33,0.95880001783371,2012,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,48344,46.8,16.7,5459.1,15.1,560,39.9,94.6,NA,NA,NA,52,66,14,1154.1,2692,1463,16.1,380,29,NA,0.9,68,9,NA,7.3,3.3,1.7,6309.5,NA,NA,1558,964,23.7,-677,1771,0,40.8,NA,0,0,1321,100,44.9,9233.6,2.9,217,17,10.4,30.5,76.1,25.1,131.7,45,6.8,NA,6.2,4599,NA,4596.3,125.4,-1,NA,NA,9163.7,4210.3,36974,NA,26359.2,40.2,32,NA,546,340,346907,NA,6181840,156300,10900,10800,158.2,9,44.9,132144,449,6177,40802,24,14053,71196,3899562,107235,6310,381250,764977,713278,118162,142721,50684,1392112,412,18434.7,3872113,2431184,2455867,2445175,415614,653614,1440929,364031,323117,1933,305,NA,NA,69750,79243,132554,NA,NA,772259,211612,55057,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,40,NA,"Избираемый мэр",60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,0.36316168200021
"30",34,34,31,29,29,32,0.908800005912781,2013,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,51187.7,50.7,17,3696.5,14.2,587,42.9,97.9,NA,NA,NA,51,69,11,1958.9,2727,1371,15,385,30,NA,0.8,61,9,NA,10.3,4.8,3.4,3880.3,NA,NA,1298,795,23.8,-923,1703,0,40.4,0,0,0,1367,105,45.2,10111.3,2.9,220,18,10.8,30.8,74.2,25.7,130.7,41,7.3,NA,6.5,3703,NA,5933.4,120.6,-0.8,NA,NA,8107.6,4426.8,30972.9,NA,28017.5,39.4,32,NA,652,302,116055,344509,3880324,404500,109800,3100,162.9,9,43.7,131223,463.6,6537,40355,23,14250,NA,4043971,116824,6700.8,275305,923967,896664,123509,91274,51632,1539018,403,20374.3,3954009,2512974,2535330,2527944,406253,722526,1441035,393122,423501,1982,101,7898,17972.5,67948,97096,131734,28043.8,NA,748998,240239,44308,463.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.27,NA,47.73,NA,"Избираемый мэр",52.27,47.73,NA,28043.8,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,0.339767114345489
"31",34,34,33,31,32,32,0.944100022315979,2014,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,46339.2,38.8,6.4,9490.7,13.3,618,60.2,132.3,NA,NA,NA,54,74,11,2670.4,2816,1320,15.2,375,29,NA,0.8,62,9,NA,1.9,1,0.5,22378.1,NA,NA,1153,1010,23.9,-226,1685,0,40.2,0,240,0,1443,111,45.4,11017.8,3,233,25,11,31.5,72.5,26.2,130.2,42,7.9,NA,7.4,NA,NA,6260.2,98,-1.9,NA,NA,11185.3,12120.2,35332.7,NA,29556.5,37.6,32,NA,766,268,82672,365221,22378085,369800,12300,3310,162.9,9,43,130475,463.6,7394,40236,23,14623,NA,4170560,134451,5404,255091,791179,967081,146158,115532,58130,1748065,380,22803,4092813,2266593,2822551,2811288,347723,580188,1826220,445533,397352,2229,75,7726,19755,71775,102027,130712,29571.1,NA,1069732,452825,58777,463.6,NA,33.33,NA,25269,NA,3,NA,-2759,NA,12913,NA,2545,NA,5662,NA,228,NA,14784,NA,57.14,NA,42.86,NA,"Избираемый мэр",57.14,42.86,33.33,29571.1,25269,12913,2545,5662,228,3,-2759,14784,0,2016,0.309512001349955
"32",33,33,33,30,31,32,0.957599997520447,2015,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,46909.5,40.5,12.3,2486.3,13.8,587,62.7,89.6,115,6121,6006,50,76,11,1926.6,2714,1329,15.1,390,30,NA,0.9,73,8,NA,5.8,0.5,3.9,4694.9,NA,NA,1195,1086,24.3,-1062,1642,0,40.1,0,140,0,1545,120,45.7,12232.3,3,236,25,10.9,31.8,70.5,26.7,129,42,7.8,NA,7.2,NA,NA,5691.4,78.5,-1.3,NA,NA,16120.1,3824.6,39478.4,NA,31433.8,36,32,NA,747.6,258,59616,251815,4694887,369800000,12300000,3100000,163.7,9,47.6,129622,463.6,7240,40081,23,15154,NA,3922640.6,146856,5609.3,278231.8,618324.6,917044.1,159528.4,123874.1,50644.4,1691513.8,376,22495.2,3893306.7,2092075.5,2616355.8,2611091.8,463640.5,536157.7,1801231.2,407125,273163.8,2087,63,7430,20784,68365.7,92482.6,130237,31461.2,NA,1213015,446638,60252,463.6,NA,33.33,NA,29333,NA,3,NA,3253,NA,17669,NA,2231,NA,5912,NA,152,NA,21191,NA,57.14,NA,42.86,NA,"Избираемый мэр",57.14,42.86,33.33,31461.2,29333,17669,2231,5912,152,3,3253,21191,0,2016,0.268302822148716
"33",33,33,33,33,33,32,0.987900018692017,2016,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,63529.8,42.8,8.6,4801,12.3,594,60.7,90,90,6695,6605,NA,NA,NA,2109.1,2610,1262,15.4,389,30,NA,0.9,72,8,NA,2.7,0.1,0.8,7000.2,NA,NA,1124,978,24.5,-518,1610,0,40.2,0,0,0,1575,123,45.8,12598.9,3,237,25,10.9,32.1,69.1,26.9,128.1,42,7.7,NA,7.2,NA,NA,6515.4,106.5,-3.1,NA,NA,15814,3646.2,36599.3,520.5,33106.5,34.7,32,NA,757.6,255,119527,161550,7000224,329200,9480,3740,163.7,0,58.6,128554,463.6,7164,40172,23,15714,NA,3850698.9,155567.9,5703.9,200023.9,687079.7,919997.9,140771.3,139307.1,58685.4,1635728.2,448,22604.9,3828505.5,1987303.4,2369950.1,2368037.6,632514.4,556076.3,1841202.1,328934,171300.5,1962,158,5729,21008,72487.9,80092.1,129008,33155.7,NA,1184550,141118,49137,463.6,NA,33.33,NA,39831,NA,3,NA,2230,NA,29332,NA,3248,NA,5474,NA,152,NA,32444,NA,54.05,NA,45.95,NA,"Назначаемый мэр",54.05,45.95,33.33,33155.7,39831,29332,3248,5474,152,3,2230,32444,1,2016,0.255668564882996
"34",33,33,33,33,33,32,0.987900018692017,2017,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,70656,44.8,13.2,7865.1,10.7,637,56.2,89.5,85,9279,9194,NA,NA,NA,2376.1,2390,1189,15.1,412,32,NA,0.9,71,7,NA,2.9,1.4,0.5,9770.6,540,464,540,464,24.7,-23,1443,0,40.2,132,0,0,1592,125,45.3,13513.8,3.5,273,23,10.8,32.4,68.1,27,127.5,42,7.8,NA,7.1,NA,NA,7914.5,118.4,-4.4,NA,NA,15734.5,4333.7,48925.6,374.1,36023.6,34.2,32,NA,796.6,250,99819,117967,9770552,342700,9970,3030,163.7,NA,46.8,127808,463.6,7055,40003,23,16177,NA,4169753,203578.9,8675.5,226726.7,914529.9,953812.6,157701.2,149662.8,60767.8,1636658.2,NA,NA,4154951.9,2369384.8,2736454.2,2730981.5,515236.2,590460.3,1785567.1,559799.1,300691.5,1922,59,NA,NA,77874.2,70203.4,128100,NA,36058.7,1146285,128072,47183,463.6,NA,NA,100,NA,31573,NA,3,NA,12110,NA,19382,NA,2702,NA,3613,NA,NA,NA,32358,NA,70,NA,30,"Назначаемый мэр",70,30,100,36058.7,31573,19382,2702,3613,NA,3,12110,32358,1,2016,0.249964725703448
"35",35,35,35,35,35,34,0.988600015640259,2018,"Беловский","Кемеровская область — Кузбасс",32707000,"Кемеровская область","Беловский","Белово",54.4222222222222,86.3036111111111,80697.2,47.4,12.2,5658,10.5,261,69.4,119.2,129,9502,9373,NA,NA,NA,1822.5,NA,NA,14.9,404,32,NA,0.9,72,7,NA,2.8,1.2,0.6,7981.2,474,359,NA,NA,25,-481,1234,NA,18.5,0,0,0,1453,115,45.4,14073.2,3.3,265,24,10.4,32.7,67.1,26.7,126.5,NA,7.7,NA,7.2,NA,NA,9554.1,117.1,-4.4,NA,NA,15035.4,5287.6,63913.7,530.5,40280.9,33.1,32,NA,952.4,NA,83693,129690,7981169,342700,10690,2880,163.7,NA,42.5,126997,463.6,7195,18479,NA,NA,NA,4757649,193769.7,10270,291462.2,947958.1,1031278.6,269737.2,191862.8,132511,1868903.2,NA,NA,4682299.8,2689741.7,3173887.1,3165420.4,540972.8,686418.2,1992558.1,815764,301701.8,1835,29,NA,NA,75762.5,110524.4,127517,NA,40315.8,1148633,233897,NA,463.6,NA,NA,50,NA,16896,NA,2,NA,-1178,NA,11735,NA,1256,NA,1406,NA,2603,NA,36370,NA,70.6,NA,29.4,"Назначаемый мэр",70.6,29.4,50,40315.8,16896,11735,1256,1406,2603,2,-1178,36370,1,2016,0.244868991441589
"36",253,253,252,231,243,251,0.971099972724915,2012,"Владивостокский","Приморский край",5701000,"Приморский край","Владивостокский","Владивосток",43.1152777777778,131.885277777778,719974.8,22.5,4.3,172751.9,10.8,4942,1318.4,190,NA,NA,NA,44,221,2,26215.7,15217,3292,11.3,6359,101.6,NA,9.4,149.8,34,NA,47.6,28.3,13.1,83978.9,NA,NA,1816,1552,21.1,3503,42902,66,367.6,0,360,0,5632,90,151.1,9782,15.1,241.3,96,33.5,133.5,410.5,81.9,625.9,124,20.4,NA,20.2,19211,NA,19272.6,117.2,-0.5,NA,NA,22683.1,57011.9,NA,NA,35842.5,188.9,5,NA,1086.7,129,2045967.71,NA,NA,489800,296768,2631,431.6,NA,54.3,624281,700,20232,367626,110,50937,678393.6,16970044.7,1922983.6,100758.4,3297776.8,4804637.4,259510.1,229756.6,2648507.8,637569,5337635.7,1229,49921.1,14893793.3,13347134.9,6870104.6,7168608.2,819925.3,3835594.5,1546658.4,81299,5539142,7152,191,NA,NA,1775532.5,668647.6,622693,35889.4,NA,21074041,319091,219294,700,29270463,37.5,NA,2015748,NA,8,NA,-245116,NA,1528109,NA,92940,NA,92889,NA,216431,NA,1130385,NA,77.3,NA,22.7,NA,"Избираемый мэр",77.3,22.7,37.5,35889.4,2015748,1528109,92940,92889,216431,8,-245116,1130385,0,2015,0.522629884833348
"37",251,251,241,224,235,249,0.958599984645844,2013,"Владивостокский","Приморский край",5701000,"Приморский край","Владивостокский","Владивосток",43.1152777777778,131.885277777778,867349.1,25,5.4,166383.2,11.1,4613,1906.6,139.3,NA,NA,NA,49,221,2,17197.5,17581,3823,11,5899,93.6,NA,9.5,150.5,37,NA,44.3,32.9,9,60672.3,NA,NA,1489,1253,21.3,4092,42979,0,353.5,600,160,825,5903,93.7,152.5,10746.8,16.4,259.9,109,35.5,135.7,409.5,84.8,630,128,21.3,NA,21.1,20414,NA,19913.7,97.4,0.1,NA,NA,22729.4,88126.6,NA,NA,39348.9,187.8,5,NA,1162.1,144,1549645.67,2204085,58016786,489939,273165,2190,435,NA,81.3,627948,699,21056,353510,111,51487,NA,11997576.5,1855910,119389,1682966.9,1557663.8,232160.9,215872.9,1349872.6,179508.7,5883932.4,1286,51545,10900875.1,9162482.2,2630238.3,2836650.4,848260.4,3854322.3,1738392.9,22800,1073948.8,6953,525,NA,NA,1788271,660313.1,625868,39160.3,NA,22285649,490169,290880,699.2,NA,62.5,NA,2798474,NA,8,NA,62583,NA,2166459,NA,81372,NA,117296,NA,450489,NA,1179235,NA,78.7,NA,21.3,NA,"Избираемый мэр",78.7,21.3,62.5,39160.3,2798474,2166459,81372,117296,450489,8,62583,1179235,0,2015,0.486807914542592
"38",250,250,239,237,237,245,0.966799974441528,2014,"Владивостокский","Приморский край",5701000,"Приморский край","Владивостокский","Владивосток",43.1152777777778,131.885277777778,1090243.5,28.6,5.7,109662.3,11.1,2628,2073.8,103.7,NA,NA,NA,58,221,7,12962.4,16192,4106,10.8,5963,94.4,NA,9.5,149.7,38,NA,36.4,28.2,6.7,54532.4,NA,NA,1408,1114,21.4,1152,44646,150,244.1,190,595,120,6046,95.8,153.6,11685.7,17,269.6,104,37.3,137.9,405.8,87.7,631.4,122,23.8,NA,20.9,NA,NA,30176.2,141.3,0.3,NA,NA,24977,100380.3,618.9,NA,42876.2,186.5,5,NA,1239,171,789763.95,1955615,54532367,489939,273165,4190,727.3,0,83.9,630707,727.3,20939,244073,114,53674,NA,12179119.4,1912816.7,116439,1922779.8,1441976,134416.4,185796.4,1547152.2,143412.3,6003566.4,1274,54706.4,11857479.2,8967978.9,3255003.8,3533145.1,1161426.3,3523462.2,2889500.3,19771,604610.3,7313,202,15929,30965.4,1647193.9,749186.1,630027,42899.6,NA,21991737,618484,302446,727.3,NA,60,NA,3459736,NA,10,NA,-300692,NA,2372013,NA,119942,NA,209854,NA,364060,NA,1174644,NA,72.94,NA,27.06,NA,"Избираемый мэр",72.94,27.06,60,42899.6,3459736,2372013,119942,209854,364060,10,-300692,1174644,0,2015,0.445764310411697
"39",242,242,231,230,228,238,0.967400014400482,2015,"Владивостокский","Приморский край",5701000,"Приморский край","Владивостокский","Владивосток",43.1152777777778,131.885277777778,1077305.1,33.6,7.7,63144.1,12.1,1619,2331.7,99.3,94581,347039,252458,56,183,6,8949.9,15147,4680,10.9,5665,89.5,NA,9.4,147.7,35,NA,32.2,23,6.1,44859.7,NA,NA,2023,1555,21.5,1053,46651,0,134.2,0,963,0,6229,98.4,156.1,12983.9,16.4,258.9,109,38.8,140.3,401.7,91.2,633.2,127,25.6,NA,22.1,NA,NA,35495.7,100.9,1.2,NA,NA,26441.9,81096.1,545.9,NA,45138.7,181.7,5,NA,1447.9,171,1395732.88,2751345,44530913,486900,273200,4600,537.7,0,81.2,632277,727.3,22109,134222,109,55530,NA,12598710,1836193.9,121411.1,1983307.4,1711899.3,189520.1,190705.8,1725684.3,192197.6,5862418.8,1266,57154.7,11916416.9,8975808.3,3540316.5,3574191.9,1269519.3,3543519.1,2940608.6,22618,594625.1,7746,652,15627,31476.2,1388651.9,829305.8,631387,45157.6,NA,23684912,786555,268068,727.3,NA,50,NA,3412337,NA,10,NA,-274422,NA,2403322,NA,173102,NA,189987,NA,592411,NA,1213647,NA,76.6,NA,23.4,NA,"Сити-менеджер",76.6,23.4,50,45157.6,3412337,2403322,173102,189987,592411,10,-274422,1213647,1,2015,0.384859605314065
