"","region","oktmo","year","index"
"593","Мурманская область",47,"2013",1.8370213138866
"594","Нижегородская область",22,"2013",1.94285974234591
"595","Новгородская область",49,"2013",1.79930400491913
"596","Новосибирская область",50,"2013",1.7139819861166
"597","Омская область",52,"2013",1.73338819987537
"598","Оренбургская область",53,"2013",1.76353748080517
"599","Орловская область",54,"2013",1.8273238323848
"600","Пензенская область",56,"2013",1.84973605258311
"601","Пермский край",57,"2013",1.96328111167648
"602","Приморский край",5,"2013",1.73372806449506
"603","Псковская область",58,"2013",1.81603671167588
"604","Республика Адыгея (Адыгея)",79,"2013",1.85014582798459
"605","Республика Алтай",84,"2013",1.82062835034078
"606","Республика Башкортостан",80,"2013",1.79901025702355
"607","Республика Бурятия",81,"2013",1.79286935505941
"608","Республика Дагестан",82,"2013",2.0135339472285
"609","Республика Ингушетия",26,"2013",1.73977137378789
"610","Республика Калмыкия",85,"2013",1.99657407603196
"611","Республика Карелия",86,"2013",1.83240026312775
"612","Республика Коми",87,"2013",1.80061713339139
"613","Республика Марий Эл",88,"2013",1.87160121830398
"614","Республика Мордовия",89,"2013",1.81611652904203
"615","Республика Саха (Якутия)",98,"2013",1.67911885030448
"616","Республика Северная Осетия-Алания",90,"2013",1.82415727825354
"617","Республика Татарстан (Татарстан)",92,"2013",1.74002258667514
"618","Республика Тыва",93,"2013",1.80873495176153
"619","Республика Хакасия",95,"2013",1.81786487240899
"620","Ростовская область",60,"2013",1.85861116886635
"621","Рязанская область",61,"2013",1.95908313041958
"622","Самарская область",36,"2013",1.73439934480318
"623","Саратовская область",63,"2013",1.74045744764727
"624","Сахалинская область",64,"2013",1.8478923766149
"625","Свердловская область",65,"2013",1.89393377070198
"626","Смоленская область",66,"2013",1.96212477919525
"627","Ставропольский край",7,"2013",1.82708906790997
"628","Тамбовская область",68,"2013",1.83140414064624
"629","Тверская область",28,"2013",1.82502607100642
"630","Томская область",69,"2013",1.78379432747447
"631","Тульская область",70,"2013",1.97485007767011
"632","Тюменская область",71,"2013",1.67659875333831
"633","Удмуртская Республика",94,"2013",1.91891944658832
"634","Ульяновская область",73,"2013",1.86487577685688
"635","Хабаровский край",8,"2013",1.79315487002711
"636","Челябинская область",75,"2013",1.8063415021556
"637","Чеченская Республика",96,"2013",2.11125912063623
"638","Чувашская Республика - Чувашия",97,"2013",1.8072446718305
"639","Чукотский автономный округ",77,"2013",1.65096212202121
"640","Ярославская область",78,"2013",1.92835987745524
"641","Алтайский край",1,"2014",2.04435302259568
"642","Амурская область",10,"2014",2.05793597163971
"643","Архангельская область",11,"2014",2.05560344333372
"644","Астраханская область",12,"2014",2.03053851421883
"645","Белгородская область",14,"2014",1.99506656488577
"646","Брянская область",15,"2014",2.22926538691316
"647","Владимирская область",17,"2014",2.11930115007537
"648","Волгоградская область",18,"2014",1.99252563743687
"649","Вологодская область",19,"2014",2.0284164975093
"650","Воронежская область",20,"2014",2.09161553682142
"651","Город Москва столица Российской Федерации город федерального значения",45,"2014",2.00719714770035
"652","Город Санкт-Петербург город федерального значения",40,"2014",2.08753664039918
"653","Еврейская автономная область",99,"2014",2.21865577660079
"654","Забайкальский край",76,"2014",2.07756610399967
"655","Ивановская область",24,"2014",2.20379414817426
"656","Иркутская область",25,"2014",2.03670827542457
"657","Кабардино-Балкарская Республика",83,"2014",2.16065724366608
"658","Калининградская область",27,"2014",2.0644235584901
"659","Калужская область",29,"2014",2.18178977185013
"660","Камчатский край",30,"2014",1.97172892403303
"661","Карачаево-Черкесская Республика",91,"2014",2.14139135599085
"662","Кемеровская область - Кузбасс",32,"2014",1.958041741323
"663","Кировская область",33,"2014",2.10494018289722
"664","Костромская область",34,"2014",2.09118636222265
"665","Краснодарский край",3,"2014",2.05124400549019
"666","Красноярский край",4,"2014",1.84487669914074
"667","Курганская область",37,"2014",2.11042590860537
"668","Курская область",38,"2014",2.16597848852609
"669","Ленинградская область",41,"2014",2.12223477932783
"670","Липецкая область",42,"2014",2.05459414985641
"671","Магаданская область",44,"2014",2.32027806388877
"672","Московская область",46,"2014",2.04106501490123
"673","Мурманская область",47,"2014",2.02605080708553
"674","Нижегородская область",22,"2014",2.16395718102487
"675","Новгородская область",49,"2014",1.99722744546023
"676","Новосибирская область",50,"2014",1.88932234329633
"677","Омская область",52,"2014",1.93116779348115
"678","Оренбургская область",53,"2014",1.95576306621294
"679","Орловская область",54,"2014",2.05921122671443
"680","Пензенская область",56,"2014",2.05098733510415
"681","Пермский край",57,"2014",2.1682476597355
"682","Приморский край",5,"2014",1.94160205942802
"683","Псковская область",58,"2014",2.03396111707698
"684","Республика Адыгея (Адыгея)",79,"2014",2.06161749612323
"685","Республика Алтай",84,"2014",2.00524006506533
"686","Республика Башкортостан",80,"2014",1.99995970273308
"687","Республика Бурятия",81,"2014",2.00514508669844
"688","Республика Дагестан",82,"2014",2.22515636508222
"689","Республика Ингушетия",26,"2014",1.88104080933947
"690","Республика Калмыкия",85,"2014",2.2173951688411
"691","Республика Карелия",86,"2014",2.03213189180867
"692","Республика Коми",87,"2014",1.99742458607107
"693","Республика Марий Эл",88,"2014",2.08795831913992
"694","Республика Мордовия",89,"2014",2.026604434758
"695","Республика Саха (Якутия)",98,"2014",1.85173226811578
"696","Республика Северная Осетия-Алания",90,"2014",2.01076856781888
"697","Республика Татарстан (Татарстан)",92,"2014",1.90845677306529
"698","Республика Тыва",93,"2014",1.9803838986837
"699","Республика Хакасия",95,"2014",2.00801353806297
"700","Ростовская область",60,"2014",2.07792728679258
"701","Рязанская область",61,"2014",2.22297162808709
"702","Самарская область",36,"2014",1.93871158762099
"703","Саратовская область",63,"2014",1.93068944667512
"704","Сахалинская область",64,"2014",2.00644154252845
"705","Свердловская область",65,"2014",2.09450135701932
"706","Смоленская область",66,"2014",2.23976543545138
"707","Ставропольский край",7,"2014",1.98440143665702
"708","Тамбовская область",68,"2014",2.05410288414882
"709","Тверская область",28,"2014",2.0737771244846
"710","Томская область",69,"2014",1.97466032051424
"711","Тульская область",70,"2014",2.2191390322779
"712","Тюменская область",71,"2014",1.82179220537741
"713","Удмуртская Республика",94,"2014",2.10275192957148
"714","Ульяновская область",73,"2014",2.07784459057393
"715","Хабаровский край",8,"2014",2.00385056725529
"716","Челябинская область",75,"2014",1.98444677426814
"717","Чеченская Республика",96,"2014",2.3464533866751
"718","Чувашская Республика - Чувашия",97,"2014",2.00495723892875
"719","Чукотский автономный округ",77,"2014",1.71683551068986
"720","Ярославская область",78,"2014",2.1883027889362
"721","Алтайский край",1,"2015",2.29723949149077
"722","Амурская область",10,"2015",2.32094018881526
"723","Архангельская область",11,"2015",2.32344857200011
"724","Астраханская область",12,"2015",2.28658942086182
"725","Белгородская область",14,"2015",2.22210513996977
"726","Брянская область",15,"2015",2.52241378529224
"727","Владимирская область",17,"2015",2.38336607337476
"728","Волгоградская область",18,"2015",2.2549412638873
"729","Вологодская область",19,"2015",2.27202931886017
"730","Воронежская область",20,"2015",2.37586608827545
"731","Город Москва столица Российской Федерации город федерального значения",45,"2015",2.29141626381472
"732","Город Санкт-Петербург город федерального значения",40,"2015",2.36267396960379
"733","Еврейская автономная область",99,"2015",2.46381723991518
"734","Забайкальский край",76,"2015",2.37361927381962
"735","Ивановская область",24,"2015",2.50725660237786
"736","Иркутская область",25,"2015",2.28416833088865
"737","Кабардино-Балкарская Республика",83,"2015",2.49123780194699
"738","Калининградская область",27,"2015",2.30678688425684
"739","Калужская область",29,"2015",2.49902200467714
"740","Камчатский край",30,"2015",2.220561114246
"741","Карачаево-Черкесская Республика",91,"2015",2.46003038976229
"742","Кемеровская область - Кузбасс",32,"2015",2.18282493322688
"743","Кировская область",33,"2015",2.33922002525368
"744","Костромская область",34,"2015",2.36074028431315
"745","Краснодарский край",3,"2015",2.31236736738909
"746","Красноярский край",4,"2015",2.03969567857001
"747","Курганская область",37,"2015",2.40609657840098
"748","Курская область",38,"2015",2.46726609628007
"749","Ленинградская область",41,"2015",2.4042797815005
"750","Липецкая область",42,"2015",2.30299458257405
"751","Магаданская область",44,"2015",2.62446651806459
"752","Московская область",46,"2015",2.32395662596654
"753","Мурманская область",47,"2015",2.29693379999287
"754","Нижегородская область",22,"2015",2.42687797851939
"755","Новгородская область",49,"2015",2.24787948986549
"756","Новосибирская область",50,"2015",2.10432722596345
"757","Омская область",52,"2015",2.14147196619125
"758","Оренбургская область",53,"2015",2.15955357771232
"759","Орловская область",54,"2015",2.32299618485655
"760","Пензенская область",56,"2015",2.28315910143794
"761","Пермский край",57,"2015",2.44057956579828
"762","Приморский край",5,"2015",2.1728468647059
"763","Псковская область",58,"2015",2.32319038792533
"764","Республика Адыгея (Адыгея)",79,"2015",2.32138130063476
"765","Республика Алтай",84,"2015",2.25569454919199
"766","Республика Башкортостан",80,"2015",2.21835530227153
"767","Республика Бурятия",81,"2015",2.21969561097518
"768","Республика Дагестан",82,"2015",2.53623322492071
"769","Республика Ингушетия",26,"2015",2.21097536729761
"770","Республика Калмыкия",85,"2015",2.46929126002145
"771","Республика Карелия",86,"2015",2.28106804855524
"772","Республика Коми",87,"2015",2.26068514651524
"773","Республика Марий Эл",88,"2015",2.34916190486433
"774","Республика Мордовия",89,"2015",2.25196284790309
"775","Республика Саха (Якутия)",98,"2015",2.04634932949475
"776","Республика Северная Осетия-Алания",90,"2015",2.28342878561511
"777","Республика Татарстан (Татарстан)",92,"2015",2.1134250304925
"778","Республика Тыва",93,"2015",2.2051574711843
"779","Республика Хакасия",95,"2015",2.21544133654488
"780","Ростовская область",60,"2015",2.32873311030845
"781","Рязанская область",61,"2015",2.49639713834181
"782","Самарская область",36,"2015",2.18550957272515
"783","Саратовская область",63,"2015",2.15619397404677
"784","Сахалинская область",64,"2015",2.21992692265348
"785","Свердловская область",65,"2015",2.38856934754484
"786","Смоленская область",66,"2015",2.50517763955237
"787","Ставропольский край",7,"2015",2.28047413100624
"788","Тамбовская область",68,"2015",2.31476854014731
"789","Тверская область",28,"2015",2.32449677883479
"790","Томская область",69,"2015",2.22011059835416
"791","Тульская область",70,"2015",2.50540796744175
"792","Тюменская область",71,"2015",2.05188456091658
"793","Удмуртская Республика",94,"2015",2.3401526224201
"794","Ульяновская область",73,"2015",2.36417157515502
"795","Хабаровский край",8,"2015",2.26575383639556
"796","Челябинская область",75,"2015",2.22198505314804
"797","Чеченская Республика",96,"2015",2.69443242391902
"798","Чувашская Республика - Чувашия",97,"2015",2.23472533850999
"799","Чукотский автономный округ",77,"2015",1.90671751817216
"800","Ярославская область",78,"2015",2.49160155548276
"801","Алтайский край",1,"2016",2.43070910594638
"802","Амурская область",10,"2016",2.43582672816162
"803","Архангельская область",11,"2016",2.43358003431291
"804","Астраханская область",12,"2016",2.39360180575816
"805","Белгородская область",14,"2016",2.31943334510045
"806","Брянская область",15,"2016",2.67703775033065
"807","Владимирская область",17,"2016",2.50158103061415
"808","Волгоградская область",18,"2016",2.37039425659833
"809","Вологодская область",19,"2016",2.38449477014375
"810","Воронежская область",20,"2016",2.50677630973943
"811","Город Москва столица Российской Федерации город федерального значения",45,"2016",2.43279664729209
"812","Город Санкт-Петербург город федерального значения",40,"2016",2.48482421383231
"813","Еврейская автономная область",99,"2016",2.62766108636954
"814","Забайкальский край",76,"2016",2.49158815172846
"815","Ивановская область",24,"2016",2.65819344984101
"816","Иркутская область",25,"2016",2.43606552489275
"817","Кабардино-Балкарская Республика",83,"2016",2.64395067920634
"818","Калининградская область",27,"2016",2.41497518912848
"819","Калужская область",29,"2016",2.64071655234234
"820","Камчатский край",30,"2016",2.3460228172009
"821","Карачаево-Черкесская Республика",91,"2016",2.59311803384843
"822","Кемеровская область - Кузбасс",32,"2016",2.28170690270206
"823","Кировская область",33,"2016",2.44588845840525
"824","Костромская область",34,"2016",2.50427329359939
"825","Краснодарский край",3,"2016",2.45064693595896
"826","Красноярский край",4,"2016",2.13535740589494
"827","Курганская область",37,"2016",2.54035676747576
"828","Курская область",38,"2016",2.61061425647394
"829","Ленинградская область",41,"2016",2.54180458500233
"830","Липецкая область",42,"2016",2.40985353120549
"831","Магаданская область",44,"2016",2.72078443927756
"832","Московская область",46,"2016",2.46873912376425
"833","Мурманская область",47,"2016",2.42579178617247
"834","Нижегородская область",22,"2016",2.55695863816803
"835","Новгородская область",49,"2016",2.36499401128748
"836","Новосибирская область",50,"2016",2.19733848935103
"837","Омская область",52,"2016",2.23740991027662
"838","Оренбургская область",53,"2016",2.23600177436334
"839","Орловская область",54,"2016",2.46864804564706
"840","Пензенская область",56,"2016",2.37813852005776
"841","Пермский край",57,"2016",2.57212680439481
"842","Приморский край",5,"2016",2.27822993764414
"843","Псковская область",58,"2016",2.44144077867073
"844","Республика Адыгея (Адыгея)",79,"2016",2.44302168078802
"845","Республика Алтай",84,"2016",2.34050866424161
"846","Республика Башкортостан",80,"2016",2.32794205420375
"847","Республика Бурятия",81,"2016",2.31358873531943
"848","Республика Дагестан",82,"2016",2.6485883567847
"849","Республика Ингушетия",26,"2016",2.26846072684735
"850","Республика Калмыкия",85,"2016",2.6016452715586
"851","Республика Карелия",86,"2016",2.38006640186253
"852","Республика Коми",87,"2016",2.36897196503332
"853","Республика Марий Эл",88,"2016",2.47554681534603
"854","Республика Мордовия",89,"2016",2.33731223983861
"855","Республика Саха (Якутия)",98,"2016",2.16872101939854
"856","Республика Северная Осетия-Алания",90,"2016",2.39394673883889
"857","Республика Татарстан (Татарстан)",92,"2016",2.19648263419086
"858","Республика Тыва",93,"2016",2.30042027393946
"859","Республика Хакасия",95,"2016",2.31336384362016
"860","Ростовская область",60,"2016",2.44912861211139
"861","Рязанская область",61,"2016",2.63469753980594
"862","Самарская область",36,"2016",2.29893751954958
"863","Саратовская область",63,"2016",2.24093239722681
"864","Сахалинская область",64,"2016",2.32559544417179
"865","Свердловская область",65,"2016",2.52662865583293
"866","Смоленская область",66,"2016",2.62267047084738
"867","Ставропольский край",7,"2016",2.409092871995
"868","Тамбовская область",68,"2016",2.43583093479701
"869","Тверская область",28,"2016",2.43537527518521
"870","Томская область",69,"2016",2.33711042688742
"871","Тульская область",70,"2016",2.64621189521198
"872","Тюменская область",71,"2016",2.19305421870764
"873","Удмуртская Республика",94,"2016",2.42744031523637
"874","Ульяновская область",73,"2016",2.49372817747351
"875","Хабаровский край",8,"2016",2.40328509426477
"876","Челябинская область",75,"2016",2.32997352673103
"877","Чеченская Республика",96,"2016",2.83589012617477
"878","Чувашская Республика - Чувашия",97,"2016",2.3254551872535
"879","Чукотский автономный округ",77,"2016",2.01883250824068
"880","Ярославская область",78,"2016",2.63461948476747
"881","Алтайский край",1,"2017",2.47421879894282
"882","Амурская область",10,"2017",2.47747936521318
"883","Архангельская область",11,"2017",2.47178724085162
"884","Астраханская область",12,"2017",2.44458552422081
"885","Белгородская область",14,"2017",2.355152618615
"886","Брянская область",15,"2017",2.75065628846474
"887","Владимирская область",17,"2017",2.55886723621521
"888","Волгоградская область",18,"2017",2.42728371875669
"889","Вологодская область",19,"2017",2.43695365508691
"890","Воронежская область",20,"2017",2.54437795438552
"891","Город Москва столица Российской Федерации город федерального значения",45,"2017",2.52572947921865
"892","Город Санкт-Петербург город федерального значения",40,"2017",2.57552029763719
"893","Еврейская автономная область",99,"2017",2.69335261352877
"894","Забайкальский край",76,"2017",2.55437617315202
"895","Ивановская область",24,"2017",2.73634433726633
"896","Иркутская область",25,"2017",2.5006212613024
"897","Кабардино-Балкарская Республика",83,"2017",2.70952065605066
"898","Калининградская область",27,"2017",2.48283599194299
"899","Калужская область",29,"2017",2.72944462850104
"900","Камчатский край",30,"2017",2.3950546940804
"901","Карачаево-Черкесская Республика",91,"2017",2.64186865288478
"902","Кемеровская область - Кузбасс",32,"2017",2.32871006489773
"903","Кировская область",33,"2017",2.49505081641919
"904","Костромская область",34,"2017",2.55711346009434
"905","Краснодарский край",3,"2017",2.50554142732444
"906","Красноярский край",4,"2017",2.16973666012985
"907","Курганская область",37,"2017",2.60284954395566
"908","Курская область",38,"2017",2.66569821728554
"909","Ленинградская область",41,"2017",2.61043330879739
"910","Липецкая область",42,"2017",2.46479819171697
"911","Магаданская область",44,"2017",2.80512875689516
"912","Московская область",46,"2017",2.54773877572471
"913","Мурманская область",47,"2017",2.50123391072243
"914","Нижегородская область",22,"2017",2.63648005181506
"915","Новгородская область",49,"2017",2.42175386755838
"916","Новосибирская область",50,"2017",2.23095776823811
"917","Омская область",52,"2017",2.26895739001152
"918","Оренбургская область",53,"2017",2.27915660860855
"919","Орловская область",54,"2017",2.51900846577826
"920","Пензенская область",56,"2017",2.41499966711865
"921","Пермский край",57,"2017",2.60890821769766
"922","Приморский край",5,"2017",2.3187824305342
"923","Псковская область",58,"2017",2.5010119336703
"924","Республика Адыгея (Адыгея)",79,"2017",2.48504165369758
"925","Республика Алтай",84,"2017",2.37748870113663
"926","Республика Башкортостан",80,"2017",2.36495633286559
"927","Республика Бурятия",81,"2017",2.36124866326701
"928","Республика Дагестан",82,"2017",2.67825254638069
"929","Республика Ингушетия",26,"2017",2.3598796941393
"930","Республика Калмыкия",85,"2017",2.68749956552003
"931","Республика Карелия",86,"2017",2.4464702544745
"932","Республика Коми",87,"2017",2.4246428062116
"933","Республика Марий Эл",88,"2017",2.53694037636661
"934","Республика Мордовия",89,"2017",2.36372386814879
"935","Республика Саха (Якутия)",98,"2017",2.26501223265983
"936","Республика Северная Осетия-Алания",90,"2017",2.44828932981053
"937","Республика Татарстан (Татарстан)",92,"2017",2.24458560387964
"938","Республика Тыва",93,"2017",2.36184149525365
"939","Республика Хакасия",95,"2017",2.36009379326129
"940","Ростовская область",60,"2017",2.48855958276639
"941","Рязанская область",61,"2017",2.72111561911158
"942","Самарская область",36,"2017",2.33365147609478
"943","Саратовская область",63,"2017",2.26871995895242
"944","Сахалинская область",64,"2017",2.3758283057659
"945","Свердловская область",65,"2017",2.582972474858
"946","Смоленская область",66,"2017",2.68430322691229
"947","Ставропольский край",7,"2017",2.47799292813405
"948","Тамбовская область",68,"2017",2.48430397039947
"949","Тверская область",28,"2017",2.48408278068891
"950","Томская область",69,"2017",2.40301694092565
"951","Тульская область",70,"2017",2.71474878329797
"952","Тюменская область",71,"2017",2.25182807176901
"953","Удмуртская Республика",94,"2017",2.4616672236812
"954","Ульяновская область",73,"2017",2.5563207547281
"955","Хабаровский край",8,"2017",2.46456886416852
"956","Челябинская область",75,"2017",2.38402891255119
"957","Чеченская Республика",96,"2017",2.89374228474873
"958","Чувашская Республика - Чувашия",97,"2017",2.35684883228142
"959","Чукотский автономный округ",77,"2017",2.07596546822389
"960","Ярославская область",78,"2017",2.70522728695924
"961","Алтайский край",1,"2018",2.57541434781959
"962","Амурская область",10,"2018",2.59045242426691
"963","Архангельская область",11,"2018",2.56571515600399
"964","Астраханская область",12,"2018",2.54212448663722
"965","Белгородская область",14,"2018",2.45760175752475
"966","Брянская область",15,"2018",2.88406311845528
"967","Владимирская область",17,"2018",2.69116067232754
"968","Волгоградская область",18,"2018",2.53238510377886
"969","Вологодская область",19,"2018",2.5319948476353
"970","Воронежская область",20,"2018",2.66218265367357
"971","Город Москва столица Российской Федерации город федерального значения",45,"2018",2.63307298208544
"972","Город Санкт-Петербург город федерального значения",40,"2018",2.67648069330456
"973","Еврейская автономная область",99,"2018",2.81670816322839
"974","Забайкальский край",76,"2018",2.6565512200781
"975","Ивановская область",24,"2018",2.87644516733437
"976","Иркутская область",25,"2018",2.62490213798913
"977","Кабардино-Балкарская Республика",83,"2018",2.80354102281562
"978","Калининградская область",27,"2018",2.60250868675464
"979","Калужская область",29,"2018",2.85554497033779
"980","Камчатский край",30,"2018",2.47720507008736
"981","Карачаево-Черкесская Республика",91,"2018",2.74067454050267
"982","Кемеровская область - Кузбасс",32,"2018",2.43606359888951
"983","Кировская область",33,"2018",2.60233800152522
"984","Костромская область",34,"2018",2.67371783387464
"985","Краснодарский край",3,"2018",2.6125280462712
"986","Красноярский край",4,"2018",2.26281836284942
"987","Курганская область",37,"2018",2.71633378407213
"988","Курская область",38,"2018",2.818442725136
"989","Ленинградская область",41,"2018",2.71432855448753
"990","Липецкая область",42,"2018",2.59420009678212
"991","Магаданская область",44,"2018",2.93696980846923
"992","Московская область",46,"2018",2.68276893083812
"993","Мурманская область",47,"2018",2.61203857296744
"994","Нижегородская область",22,"2018",2.76039461425036
"995","Новгородская область",49,"2018",2.54090415784225
"996","Новосибирская область",50,"2018",2.30971057745691
"997","Омская область",52,"2018",2.35721983248296
"998","Оренбургская область",53,"2018",2.376704511457
"999","Орловская область",54,"2018",2.61951690356281
"1000","Пензенская область",56,"2018",2.51522215330408
"1001","Пермский край",57,"2018",2.70804672997017
"1002","Приморский край",5,"2018",2.41663504910275
"1003","Псковская область",58,"2018",2.62256111364667
"1004","Республика Адыгея (Адыгея)",79,"2018",2.58966190731824
"1005","Республика Алтай",84,"2018",2.44596037572936
"1006","Республика Башкортостан",80,"2018",2.46593996827895
"1007","Республика Бурятия",81,"2018",2.47907497156403
"1008","Республика Дагестан",82,"2018",2.75297579242471
"1009","Республика Ингушетия",26,"2018",2.40518938426677
"1010","Республика Калмыкия",85,"2018",2.80306204683739
"1011","Республика Карелия",86,"2018",2.5516684754169
"1012","Республика Коми",87,"2018",2.54829958932839
"1013","Республика Марий Эл",88,"2018",2.67266668650222
"1014","Республика Мордовия",89,"2018",2.44503596921311
"1015","Республика Саха (Якутия)",98,"2018",2.32684706661144
"1016","Республика Северная Осетия-Алания",90,"2018",2.53153116702409
"1017","Республика Татарстан (Татарстан)",92,"2018",2.32830864690435
"1018","Республика Тыва",93,"2018",2.45041055132566
"1019","Республика Хакасия",95,"2018",2.48187463299357
"1020","Ростовская область",60,"2018",2.6002959080326
"1021","Рязанская область",61,"2018",2.88438255625827
"1022","Самарская область",36,"2018",2.437498966781
"1023","Саратовская область",63,"2018",2.36491368521201
"1024","Сахалинская область",64,"2018",2.4428266639885
"1025","Свердловская область",65,"2018",2.68267521238752
"1026","Смоленская область",66,"2018",2.81583408503099
"1027","Ставропольский край",7,"2018",2.58851141272883
"1028","Тамбовская область",68,"2018",2.60851916891944
"1029","Тверская область",28,"2018",2.5943760561515
"1030","Томская область",69,"2018",2.51091240157321
"1031","Тульская область",70,"2018",2.8426134509913
"1032","Тюменская область",71,"2018",2.30519639706993
"1033","Удмуртская Республика",94,"2018",2.55397974456925
"1034","Ульяновская область",73,"2018",2.67161082076634
"1035","Хабаровский край",8,"2018",2.5621657911896
"1036","Челябинская область",75,"2018",2.46699311870797
"1037","Чеченская Республика",96,"2018",2.99589138740036
"1038","Чувашская Республика - Чувашия",97,"2018",2.46785641228187
"1039","Чукотский автономный округ",77,"2018",2.17768777616686
"1040","Ярославская область",78,"2018",2.84184126495068
"1041","Алтайский край",1,"2019",2.65988793842807
"1042","Амурская область",10,"2019",2.71375795966201
"1043","Архангельская область",11,"2019",2.64910089857412
"1044","Астраханская область",12,"2019",2.60771129839246
"1045","Белгородская область",14,"2019",2.52641460673544
"1046","Брянская область",15,"2019",2.98788939071967
"1047","Владимирская область",17,"2019",2.75036620711874
"1048","Волгоградская область",18,"2019",2.60785017987147
"1049","Вологодская область",19,"2019",2.60618229667102
"1050","Воронежская область",20,"2019",2.73033452960761
"1051","Город Москва столица Российской Федерации город федерального значения",45,"2019",2.7212809269853
"1052","Город Санкт-Петербург город федерального значения",40,"2019",2.75543687375705
"1053","Еврейская автономная область",99,"2019",2.94965678853277
"1054","Забайкальский край",76,"2019",2.7588284420511
"1055","Ивановская область",24,"2019",2.9584238546034
"1056","Иркутская область",25,"2019",2.73199814521909
"1057","Кабардино-Балкарская Республика",83,"2019",2.90699168655752
"1058","Калининградская область",27,"2019",2.67433792650907
"1059","Калужская область",29,"2019",2.93150246654877
"1060","Камчатский край",30,"2019",2.53987835836057
"1061","Карачаево-Черкесская Республика",91,"2019",2.8215244394475
"1062","Кемеровская область - Кузбасс",32,"2019",2.53082647288631
"1063","Кировская область",33,"2019",2.67182042616594
"1064","Костромская область",34,"2019",2.77371488086155
"1065","Краснодарский край",3,"2019",2.67940876425574
"1066","Красноярский край",4,"2019",2.34948430614655
"1067","Курганская область",37,"2019",2.80352809854084
"1068","Курская область",38,"2019",2.90947842515789
"1069","Ленинградская область",41,"2019",2.79195835114587
"1070","Липецкая область",42,"2019",2.66891305956944
"1071","Магаданская область",44,"2019",3.01244993254689
"1072","Московская область",46,"2019",2.75278919993299
"1073","Мурманская область",47,"2019",2.7029375153067
"1074","Нижегородская область",22,"2019",2.84375853160073
"1075","Новгородская область",49,"2019",2.60544312345145
"1076","Новосибирская область",50,"2019",2.3773850973764
"1077","Омская область",52,"2019",2.44090113653611
"1078","Оренбургская область",53,"2019",2.43422076063426
"1079","Орловская область",54,"2019",2.70779462321288
"1080","Пензенская область",56,"2019",2.57734814049069
"1081","Пермский край",57,"2019",2.79064215523426
"1082","Приморский край",5,"2019",2.49275905314948
"1083","Псковская область",58,"2019",2.68392904370601
"1084","Республика Адыгея (Адыгея)",79,"2019",2.64663446927925
"1085","Республика Алтай",84,"2019",2.49365660305609
"1086","Республика Башкортостан",80,"2019",2.53671244536855
"1087","Республика Бурятия",81,"2019",2.58146076788963
"1088","Республика Дагестан",82,"2019",2.85731357495761
"1089","Республика Ингушетия",26,"2019",2.48576322863971
"1090","Республика Калмыкия",85,"2019",2.89528278817834
"1091","Республика Карелия",86,"2019",2.62260485903349
"1092","Республика Коми",87,"2019",2.62576789684397
"1093","Республика Марий Эл",88,"2019",2.74055242033938
"1094","Республика Мордовия",89,"2019",2.49344768140353
"1095","Республика Саха (Якутия)",98,"2019",2.42341121987582
"1096","Республика Северная Осетия-Алания",90,"2019",2.57887079984744
"1097","Республика Татарстан (Татарстан)",92,"2019",2.39466544334112
"1098","Республика Тыва",93,"2019",2.53151914057454
"1099","Республика Хакасия",95,"2019",2.56725112036855
"1100","Ростовская область",60,"2019",2.67050389754948
"1101","Рязанская область",61,"2019",2.96774121213414
"1102","Самарская область",36,"2019",2.51111143557778
"1103","Саратовская область",63,"2019",2.42474600144787
"1104","Сахалинская область",64,"2019",2.52905844522729
"1105","Свердловская область",65,"2019",2.78059285763967
"1106","Смоленская область",66,"2019",2.87721926808467
"1107","Ставропольский край",7,"2019",2.66823756424088
"1108","Тамбовская область",68,"2019",2.7136424914269
"1109","Тверская область",28,"2019",2.64989570375314
"1110","Томская область",69,"2019",2.60733143779362
"1111","Тульская область",70,"2019",2.90230833346212
"1112","Тюменская область",71,"2019",2.36259578735697
"1113","Удмуртская Республика",94,"2019",2.61604145236228
"1114","Ульяновская область",73,"2019",2.74882037348648
"1115","Хабаровский край",8,"2019",2.6702891875778
"1116","Челябинская область",75,"2019",2.54248310814044
"1117","Чеченская Республика",96,"2019",3.08486936160615
"1118","Чувашская Республика - Чувашия",97,"2019",2.51721354052751
"1119","Чукотский автономный округ",77,"2019",2.26000437410597
"1120","Ярославская область",78,"2019",2.94983123301881
"1121","Алтайский край",1,"2020",2.80219194313397
"1122","Амурская область",10,"2020",2.90860578116574
"1123","Архангельская область",11,"2020",2.77148936008824
"1124","Астраханская область",12,"2020",2.73470683862417
"1125","Белгородская область",14,"2020",2.65071420538682
"1126","Брянская область",15,"2020",3.14415600585431
"1127","Владимирская область",17,"2020",2.90548686120024
"1128","Волгоградская область",18,"2020",2.73641719373913
"1129","Вологодская область",19,"2020",2.74378872193525
"1130","Воронежская область",20,"2020",2.91954671250942
"1131","Город Москва столица Российской Федерации город федерального значения",45,"2020",2.82414534602535
"1132","Город Санкт-Петербург город федерального значения",40,"2020",2.88549349419838
"1133","Еврейская автономная область",99,"2020",3.12840598991786
"1134","Забайкальский край",76,"2020",2.90504634947981
"1135","Ивановская область",24,"2020",3.12971659578494
"1136","Иркутская область",25,"2020",2.87105685081074
