"","region","oktmo","year","index"
"1137","Кабардино-Балкарская Республика",83,"2020",3.06367853846297
"1138","Калининградская область",27,"2020",2.81179889593164
"1139","Калужская область",29,"2020",3.09918440763536
"1140","Камчатский край",30,"2020",2.62445630769397
"1141","Карачаево-Черкесская Республика",91,"2020",2.96767940541088
"1142","Кемеровская область - Кузбасс",32,"2020",2.64673832534451
"1143","Кировская область",33,"2020",2.81262536262489
"1144","Костромская область",34,"2020",2.91850279764253
"1145","Краснодарский край",3,"2020",2.8152547886035
"1146","Красноярский край",4,"2020",2.45967512010483
"1147","Курганская область",37,"2020",2.96921660916461
"1148","Курская область",38,"2020",3.0773553302895
"1149","Ленинградская область",41,"2020",2.90531186020239
"1150","Липецкая область",42,"2020",2.832784321427
"1151","Магаданская область",44,"2020",3.16307242917424
"1152","Московская область",46,"2020",2.88217029232984
"1153","Мурманская область",47,"2020",2.81348765968275
"1154","Нижегородская область",22,"2020",3.00784339887409
"1155","Новгородская область",49,"2020",2.75056630542769
"1156","Новосибирская область",50,"2020",2.48151456464148
"1157","Омская область",52,"2020",2.55952893177176
"1158","Оренбургская область",53,"2020",2.55081993506864
"1159","Орловская область",54,"2020",2.84914150254459
"1160","Пензенская область",56,"2020",2.73508184668872
"1161","Пермский край",57,"2020",2.9162210522198
"1162","Приморский край",5,"2020",2.61764628171227
"1163","Псковская область",58,"2020",2.81570995975197
"1164","Республика Адыгея (Адыгея)",79,"2020",2.7988159512628
"1165","Республика Алтай",84,"2020",2.59739271774322
"1166","Республика Башкортостан",80,"2020",2.66405541012606
"1167","Республика Бурятия",81,"2020",2.73583212180943
"1168","Республика Дагестан",82,"2020",3.06532600321452
"1169","Республика Ингушетия",26,"2020",2.63043464854654
"1170","Республика Калмыкия",85,"2020",3.07884371694885
"1171","Республика Карелия",86,"2020",2.78153471349092
"1172","Республика Коми",87,"2020",2.79985630840473
"1173","Республика Марий Эл",88,"2020",2.88141681474482
"1174","Республика Мордовия",89,"2020",2.60590217183483
"1175","Республика Саха (Якутия)",98,"2020",2.51913596306091
"1176","Республика Северная Осетия-Алания",90,"2020",2.70910377523973
"1177","Республика Татарстан (Татарстан)",92,"2020",2.50913045153283
"1178","Республика Тыва",93,"2020",2.65986716100167
"1179","Республика Хакасия",95,"2020",2.7215429127027
"1180","Ростовская область",60,"2020",2.80883599944254
"1181","Рязанская область",61,"2020",3.1461024589834
"1182","Самарская область",36,"2020",2.65072923139591
"1183","Саратовская область",63,"2020",2.58696150894473
"1184","Сахалинская область",64,"2020",2.65551136748865
"1185","Свердловская область",65,"2020",2.89848999480359
"1186","Смоленская область",66,"2020",3.03287683048805
"1187","Ставропольский край",7,"2020",2.82059392915903
"1188","Тамбовская область",68,"2020",2.86777738493995
"1189","Тверская область",28,"2020",2.78689531163718
"1190","Томская область",69,"2020",2.71892522333119
"1191","Тульская область",70,"2020",3.07934914180331
"1192","Тюменская область",71,"2020",2.44835801443803
"1193","Удмуртская Республика",94,"2020",2.75076758715894
"1194","Ульяновская область",73,"2020",2.90605289884991
"1195","Хабаровский край",8,"2020",2.80113335776911
"1196","Челябинская область",75,"2020",2.65842033787164
"1197","Чеченская Республика",96,"2020",3.2403467774311
"1198","Чувашская Республика - Чувашия",97,"2020",2.64836036598899
"1199","Чукотский автономный округ",77,"2020",2.3031704576514
"1200","Ярославская область",78,"2020",3.11236693395815
"1201","Алтайский край",1,"2021",3.08801552133363
"1202","Амурская область",10,"2021",3.09097536364483
"1203","Архангельская область",11,"2021",3.02840642376842
"1204","Астраханская область",12,"2021",2.96688344922336
"1205","Белгородская область",14,"2021",2.89272441233864
"1206","Брянская область",15,"2021",3.43530485199642
"1207","Владимирская область",17,"2021",3.17162945768618
"1208","Волгоградская область",18,"2021",2.94985773485078
"1209","Вологодская область",19,"2021",2.99923545194742
"1210","Воронежская область",20,"2021",3.19048064743029
"1211","Город Москва столица Российской Федерации город федерального значения",45,"2021",3.02353000745474
"1212","Город Санкт-Петербург город федерального значения",40,"2021",3.13508868144654
"1213","Еврейская автономная область",99,"2021",3.39275629606592
"1214","Забайкальский край",76,"2021",3.17724919242607
"1215","Ивановская область",24,"2021",3.44081042540596
"1216","Иркутская область",25,"2021",3.12571959347766
"1217","Кабардино-Балкарская Республика",83,"2021",3.31398107505539
"1218","Калининградская область",27,"2021",3.07863861115555
"1219","Калужская область",29,"2021",3.37377214615186
"1220","Камчатский край",30,"2021",2.8000324346787
"1221","Карачаево-Черкесская Республика",91,"2021",3.19114566463832
"1222","Кемеровская область - Кузбасс",32,"2021",2.88917955594606
"1223","Кировская область",33,"2021",3.07251194613143
"1224","Костромская область",34,"2021",3.16628368516238
"1225","Краснодарский край",3,"2021",3.07566585654933
"1226","Красноярский край",4,"2021",2.6820297509623
"1227","Курганская область",37,"2021",3.23674302565034
"1228","Курская область",38,"2021",3.37893615265788
"1229","Ленинградская область",41,"2021",3.1365746842745
"1230","Липецкая область",42,"2021",3.09056769467686
"1231","Магаданская область",44,"2021",3.43446404359738
"1232","Московская область",46,"2021",3.16347011286124
"1233","Мурманская область",47,"2021",3.015214724882
"1234","Нижегородская область",22,"2021",3.25027557682334
"1235","Новгородская область",49,"2021",2.95465832529043
"1236","Новосибирская область",50,"2021",2.71006205604497
"1237","Омская область",52,"2021",2.79961274557195
"1238","Оренбургская область",53,"2021",2.76891503951701
"1239","Орловская область",54,"2021",3.10784355097564
"1240","Пензенская область",56,"2021",2.96182013177922
"1241","Пермский край",57,"2021",3.17459823744647
"1242","Приморский край",5,"2021",2.81030504804629
"1243","Псковская область",58,"2021",3.04265618250798
"1244","Республика Адыгея (Адыгея)",79,"2021",3.04791057092519
"1245","Республика Алтай",84,"2021",2.81323605258768
"1246","Республика Башкортостан",80,"2021",2.89609463634803
"1247","Республика Бурятия",81,"2021",2.99354750768387
"1248","Республика Дагестан",82,"2021",3.42764753679448
"1249","Республика Ингушетия",26,"2021",2.86401724533747
"1250","Республика Калмыкия",85,"2021",3.43291074439797
"1251","Республика Карелия",86,"2021",3.04188636267367
"1252","Республика Коми",87,"2021",3.00844560338088
"1253","Республика Марий Эл",88,"2021",3.10472661788755
"1254","Республика Мордовия",89,"2021",2.80838077058639
"1255","Республика Саха (Якутия)",98,"2021",2.67481856557808
"1256","Республика Северная Осетия-Алания",90,"2021",2.95779950180674
"1257","Республика Татарстан (Татарстан)",92,"2021",2.72642114863557
"1258","Республика Тыва",93,"2021",2.867868772992
"1259","Республика Хакасия",95,"2021",2.99968459838091
"1260","Ростовская область",60,"2021",3.04955324459476
"1261","Рязанская область",61,"2021",3.43554388520987
"1262","Самарская область",36,"2021",2.88452354960503
"1263","Саратовская область",63,"2021",2.81280324867561
"1264","Сахалинская область",64,"2021",2.82015307227295
"1265","Свердловская область",65,"2021",3.13355753338216
"1266","Смоленская область",66,"2021",3.27944971680672
"1267","Ставропольский край",7,"2021",3.07444738278335
"1268","Тамбовская область",68,"2021",3.151687346049
"1269","Тверская область",28,"2021",3.04106016405849
"1270","Томская область",69,"2021",2.92202893751403
"1271","Тульская область",70,"2021",3.34725251714019
"1272","Тюменская область",71,"2021",2.59623883851009
"1273","Удмуртская Республика",94,"2021",2.99035944400048
"1274","Ульяновская область",73,"2021",3.16062313278916
"1275","Хабаровский край",8,"2021",2.9759240792939
"1276","Челябинская область",75,"2021",2.83547113237389
"1277","Чеченская Республика",96,"2021",3.4875852365491
"1278","Чувашская Республика - Чувашия",97,"2021",2.88300509441562
"1279","Чукотский автономный округ",77,"2021",2.43583307601212
"1280","Ярославская область",78,"2021",3.40212829550965
